dimension,kl_divergence
308,0.00875353361107213
418,0.009227459400124505
193,0.0036510047568947108
171,0.0038791717144901192
607,0.0025301541754151773
727,0.00635342956002765
358,0.0031152517165971205
367,0.0034611251810248147
586,0.005221244449980104
760,0.011081575244981297
526,0.006731217341626244
514,0.004028475191419021
634,0.008019168357643307
457,0.005415110331680238
439,0.006660010115970755
762,0.007566341196615377
203,0.006818237699124557
311,0.0047538574261335835
133,0.004464106504713138
605,0.012538793197919547
538,0.004833527657497408
141,0.0036247595916472416
552,0.004707599484151589
371,0.006546144552220542
187,0.009911728252575257
186,0.006474195134335633
757,0.010181148748863394
204,0.0027591905417629604
663,0.009869787295814529
407,0.002561492139097055
60,0.004035599914838264
287,0.004848768168401355
567,0.0029629808851184213
130,0.007477522860526117
523,0.0054325885627436055
737,0.004472050163329137
702,0.0034795737283994516
200,0.003059144623262073
304,0.009070196862515206
722,0.006154346923077065
354,0.008518267204958338
664,0.0065726718362538565
517,0.004532793914567846
244,0.006831543910261547
719,0.008503021951289751
154,0.006422929257343494
307,0.0064075125787949475
726,0.013014862791767267
501,0.005537164483016321
47,0.00958957981427668
170,0.007361687652015249
114,0.01163183014843584
319,0.005749120898262036
522,0.003781603241599029
286,0.007805523389707565
699,0.010166281167779996
578,0.005419413888165702
667,0.006327852522924905
444,0.005013151482160342
88,0.004904495213607228
19,0.014224985559218306
292,0.009737186710294395
404,0.00865759529356899
593,0.008629566952538473
113,0.004129890628668348
243,0.009250248571270957
734,0.00582545910042776
135,0.007430559330717366
724,0.004604735682423757
412,0.0070186738504920305
541,0.01163783373747369
75,0.006860552729244189
690,0.0025120922635150297
723,0.010834303228538959
235,0.007438847810377073
683,0.011972326154506711
689,0.0030457474376565773
260,0.009863064267205415
70,0.008342869398366098
51,0.003388401902489058
571,0.007800467119113573
489,0.007591853259577109
218,0.007695317498796714
411,0.00602049842255078
277,0.0063326697611035335
257,0.009002732950125564
312,0.005448670659274745
710,0.009376981191929434
743,0.012551762824175418
255,0.006036058547390743
461,0.007405392419691872
9,0.003666954993058936
599,0.003834898372254624
506,0.006185035823397367
426,0.005005608233818648
635,0.010204096228226168
301,0.009100376279096479
568,0.007731669932733211
511,0.004558517176472862
676,0.0026818839271480254
721,0.006619202055822891
73,0.0040548590720420165
327,0.008388341006923034
450,0.006590404587088085
369,0.009773677063399815
289,0.008409290512406672
747,0.007347586681727139
440,0.008076301654403232
595,0.00641869079949916
666,0.007828529757875109
392,0.00228243707579681
560,0.008579674070243805
675,0.0073480614468790055
435,0.012465401679391704
309,0.013002350876612313
515,0.007980765239131403
528,0.00861872137996147
434,0.004963309912877341
238,0.003991441779540445
425,0.004067200557135969
220,0.008072610319061351
531,0.0086890745372341
496,0.007607619483522018
758,0.006874231820010159
181,0.009269301980283102
750,0.006778375395402169
95,0.0035716506973529935
128,0.0047069959968885884
26,0.010202038366240564
377,0.008247053250112714
55,0.013758896934082079
146,0.0045166130856482455
536,0.008611608929705814
323,0.01527607462490149
360,0.004852931010728977
24,0.012141527706539087
682,0.003935591910817684
28,0.006045082011029534
77,0.0037947653618643847
668,0.009288836192986807
104,0.006339087934819892
61,0.015050690050582785
401,0.004931845051175555
487,0.0036513349238004086
520,0.007196951633616515
533,0.00475410610424741
49,0.010081407678226042
417,0.008942479309301907
728,0.0013779782982965838
430,0.008475258202119857
163,0.008609552704941658
542,0.0057436991161706925
556,0.0021896967453881
223,0.003834099736881499
87,0.013208701844010224
139,0.004326200515883346
124,0.006630421407272625
748,0.006824696573626934
65,0.006249380421451337
290,0.005483201599840336
545,0.007446074922465914
1,0.003005358258970549
405,0.007438130588975709
649,0.009527229302220747
562,0.006872556909944974
270,0.007576560119300747
250,0.008405017582926196
594,0.005979577901832182
96,0.008271905326960418
654,0.006053170926665013
429,0.01301481970153916
38,0.02577111705782562
553,0.004102082495374911
85,0.0057582680804884115
315,0.008459377580711941
343,0.004772382441364838
147,0.004426351720805232
592,0.006089355311047057
569,0.007497507231139697
459,0.0031341604676710863
604,0.0032579495628496254
707,0.010341185108704852
246,0.005150567000726372
488,0.0055080798806470795
205,0.0042061139530316675
0,0.0041384268202866396
603,0.014611792810929052
709,0.014619533045242201
752,0.0048574896098049665
492,0.0057905360020897865
121,0.005394319468231172
740,0.006903408578809415
