Dimension,Weight
0,-0.21674226800069213
1,-0.26601156665866416
2,-0.06405554151436357
3,0.190283701186393
4,0.1474791956518095
5,0.2477050121279206
6,-0.295116961227295
7,-0.2825783113816372
8,-0.7458742241260938
9,0.07902751745319637
10,-0.11599699649642363
11,0.19180563877787737
12,0.21767830300651156
13,0.004843135730361168
14,-0.2875990782505651
15,-0.1349098311490134
16,-0.7342115722209334
17,0.23495961411276023
18,-0.07801252870833598
19,-0.3516625439337305
20,-0.06656532146513934
21,0.31321418168033144
22,0.15818247758469056
23,0.047571628779091255
24,0.19766366643554215
25,-0.33875882881191044
26,0.20203550941993417
27,0.8127567996505047
28,0.5136629259077333
29,-0.11412520122773488
30,0.38079039017223626
31,-0.337093627339183
32,-0.24058661828155742
33,-0.6119101981014567
34,-0.07559081989055647
35,0.007937310495830643
36,-0.28951948133915206
37,-0.00860136964165999
38,0.5416056162470901
39,0.20866353654375433
40,-0.31145995231255147
41,-0.1513251258310526
42,0.08474870780024549
43,-0.351513639548932
44,-0.15045247308456738
45,0.251189309811258
46,0.17043886970893343
47,-0.021780396142274262
48,0.2108390391198676
49,0.29678536285678275
50,-0.16655142690795413
51,0.013711483756319906
52,0.14549150546583825
53,-0.3127261058658827
54,-0.025508326867670964
55,-0.08577495557501952
56,-0.3327221374340314
57,0.4097702392276573
58,-0.10320489315303008
59,0.07509023920008762
60,0.02196508431062458
61,-0.028648743340278615
62,-0.021488788480999187
63,0.3594733683058242
64,0.30418272422974957
65,0.25713837760485203
66,-0.12148318083946397
67,0.6793794995424487
68,-0.16011653961547212
69,-0.5701875429395104
70,-0.5879854999515551
71,-0.14765795432074214
72,0.12413137602709459
73,0.607230066137531
74,-0.42003803353298036
75,0.30917128284028916
76,0.3236943747196041
77,-0.23064774236581845
78,0.2429096049610062
79,0.07333571500890027
80,0.3140690601059763
81,-0.1493234406127366
82,0.3339149613967531
83,-0.1626373397645024
84,0.4685069732282807
85,-0.43361161112668517
86,-0.056266800425659666
87,0.35749435247682354
88,-0.02188779152617838
89,0.41808527809536766
90,0.7854320421665907
91,-0.05868765748337256
92,0.14426013546491934
93,-0.38021835811648624
94,0.20932048837398845
95,-1.1081504873700077
96,0.4930814793296281
97,0.004581685314803562
98,0.08833047197082854
99,0.01337317726261063
100,-0.5020713730282296
101,-0.019690508833171534
102,0.4103209914490105
103,0.10029612350728921
104,0.22932276853281916
105,0.06933931366983893
106,-0.17864043488692702
107,0.5087084426340005
108,-0.2406795668397944
109,0.25575797010679774
110,0.01512824144060125
111,-0.8890430605786228
112,0.007571628499089144
113,0.5369258015837354
114,0.15147081400092818
115,-0.10765594004100264
116,-0.0618004266073063
117,0.29359489170834363
118,0.02029800646991311
119,0.19290771406564178
120,0.2626561660533833
121,0.3835927922997282
122,-0.21673748702539955
123,0.09146306399654147
124,0.5531200820191092
125,-0.008374765476994879
126,0.5866719983229495
127,0.21215977997011343
128,-0.008535003931880688
129,0.07480643285090209
130,-0.4777915418805417
131,-0.7121520136749276
132,-0.05567836735662071
133,-0.004830525277884105
134,-0.06560156727164139
135,0.5471877317370888
136,-0.4278911013122652
137,-0.3412026200883245
138,0.06033276722976211
139,-0.40193560566282427
140,-0.3940533503929992
141,-0.47640690228132543
142,-0.6597002705926451
143,0.4255217874924883
144,-0.27245875467832564
145,0.1263995900947172
146,-0.45920490708330103
147,0.18236236250099724
148,0.04295855923794984
149,0.03317695339883725
150,-0.06619946950169793
151,0.3355184048430469
152,0.2693020644095033
153,0.4143336984281605
154,-0.13226291597582973
155,0.42322385193164275
156,-0.4972923875996344
157,0.2215012380103104
158,-0.662893240932308
159,0.0038909721998792923
160,0.08311247672446244
161,0.46545555727618804
162,0.3386946650057245
163,-0.05480081029073919
164,-0.6348867041020402
165,0.33686802708576574
166,0.31387906689721434
167,0.06799391003338046
168,0.04689350983852167
169,0.09450605035815428
170,-0.43048258411275786
171,0.05977092353878335
172,-0.3912942435309592
173,0.564437445783564
174,0.07867095596096486
175,-0.6274993009959331
176,-0.22237006756424588
177,-0.12592408777074016
178,-0.15350474459703448
