Dimension,Mutual_Information
1,0.04532626212691991
2,0.007401855686152974
3,0.010726065658574348
4,0.0057750957828349644
5,0.0018490242823189437
6,0.029693946054491
7,0.012552765699336159
8,0.004736125442774929
9,0.016256417206398095
10,0.0059106278287281225
11,0.010526698729650764
12,0.020680871944439842
13,0.006087164766590693
14,0.019595233984358924
15,0.00886431546020302
16,0.014001936256289725
17,0.007260842158400664
18,0.006530614152930762
19,0.004028360247008499
20,0.02915961019148571
21,0.026659057575565755
22,0.011395604664445967
23,0.022170588200632495
24,0.011995759535934007
25,0.014459933258949821
26,0.031157178128403823
27,0.043690074772899316
28,0.022497699441233983
29,0.009948555277866263
30,0.015635272215743505
31,0.022511270712667113
32,0.032424648912340294
33,0.01955692937352462
34,0.005827048303311148
35,0.004399972337734752
36,0.012974080546910828
37,0.0056646500801677754
38,0.02551695199724082
39,0.04624117585364299
40,0.002636378006364008
41,0.10374642360151759
42,0.0019903193806852164
43,0.016990519800404606
44,0.008571863618912302
45,0.07281892398858847
46,0.006605254960486327
47,0.018586821034370267
48,0.008004046876400404
49,0.004865176772057049
50,0.006311275402674253
51,0.0031942311052107135
52,0.03706460911682614
53,0.030091326941595588
54,0.005018382367626827
55,0.03903762442835924
56,0.0149709439818883
57,0.0370335165295364
58,0.0029887180405461437
59,0.004700322760183527
60,0.007196350752153295
61,0.014477123103915933
62,0.002783030163617549
63,0.021672117974874346
64,0.00293041325244036
65,0.011473809600293601
66,0.004533473843290413
67,0.002124608440125734
68,0.05387707328463646
69,0.01323665504420938
70,0.007492004827580563
71,0.019934215751698327
72,0.040569013177856106
73,0.011075265341350816
74,0.039091938680801304
75,0.014496093201183287
76,0.010496036298321194
77,0.030061015970956305
78,0.009772930345899274
79,0.01330720926136935
80,0.01139604156474052
81,0.0061990316005437265
82,0.023068488508449676
83,0.0031543306600659775
84,0.0069346572782545204
85,0.00831593635964644
86,0.06997549048850127
87,0.008246650079030575
88,0.03261857752388598
89,0.005872441958638265
90,0.0020297631304602086
91,0.018478681851382704
92,0.004587465028200198
93,0.01809738315376922
94,0.012282768067021728
95,0.01124428538344379
96,0.009927142852661726
97,0.0850397696370091
98,0.019570617346456244
99,0.005013418761454801
100,0.014807333619465214
101,0.004624151237353789
102,0.02948320206708776
103,0.04725719402988411
104,0.007777900490489147
105,0.040134289852976394
106,0.052110396475706505
107,0.05269816922851473
108,0.0073918258697258585
109,0.004046820030688701
110,0.04127558289532703
111,0.01034296218814399
112,0.01884347610391176
113,0.003462111467615568
114,0.03008671050860852
115,0.0330495558727462
116,0.006210210693549094
117,0.011370213050211166
118,0.007758301168414465
119,0.01433582889878033
120,0.005755261602926824
121,0.010280072706551548
122,0.008969173701312692
123,0.07113250023275626
124,0.029446725034643295
125,0.0024480464703583375
126,0.0018683613052083918
127,0.048162869090024756
128,0.01813470224687732
129,0.026964468115029436
130,0.006132174063384087
131,0.008779251752882238
132,0.016339689006694365
133,0.035471818258486686
134,0.012783405750704822
135,0.004091093444742892
136,0.003436727541011951
137,0.013156326344683757
138,0.007348678302504456
139,0.014931996628979254
140,0.029978886415450455
141,0.008507340244118942
142,0.020417192945125152
143,0.004550204803734491
144,0.02629718126031281
145,0.008154178546955403
146,0.00849962547615881
147,0.005129423139241772
148,0.015057091696230672
149,0.03586593240573855
150,0.01744000828510254
151,0.04543603203748163
152,0.003967246524884914
153,0.036651292789606445
154,0.0019747186241016383
155,0.021100164683061716
156,0.00797016281654351
157,0.0032965723584178694
158,0.02132327613624308
159,0.002772388600578955
160,0.06861169849379921
161,0.022560942367535787
162,0.02128683014531759
163,0.006975835856934891
164,0.006875842005058523
165,0.019460288285224607
166,0.001777680246867995
167,0.06425434892878382
168,0.022709852006847643
169,0.01877538519032034
170,0.04236294261598438
171,0.025649535817392773
172,0.13182989964181807
173,0.004153860892098064
174,0.02284668968849348
175,0.022370078748214416
176,0.004366372109075943
177,0.023002613559274306
178,0.008103358931389394
179,0.005980864411542601
180,0.011898547194111812
181,0.032484720134385615
182,0.003294858007603006
183,0.005547596714792345
184,0.011396616942756392
185,0.007977373702442343
186,0.027441269251710913
187,0.07713234195859801
188,0.0070754180939712405
189,0.07504511561447211
190,0.04701097742180672
191,0.02984979457817296
192,0.07433579905344345
193,0.00797652861977912
194,0.021361575395855724
195,0.006472919574446144
196,0.017794667093394938
197,0.0038324918567842962
198,0.008388319809849783
199,0.0063264195129476355
200,0.011391683730663106
201,0.0029481227913880567
202,0.002494270425129251
203,0.00880763135941897
204,0.0022193969722699917
205,0.022070148846709887
206,0.004992313704961969
207,0.01548062721674872
208,0.047658985483587685
209,0.023247214641362986
210,0.010069328950065674
211,0.045623345080929495
212,0.0052938533706113
213,0.03416177713977017
214,0.005895639048662603
215,0.003872763252675708
216,0.010476773885379091
217,0.02015737637572023
218,0.0081542518142741
219,0.00958819550319192
220,0.003846831475414473
221,0.044453015898870615
222,0.016248997532774638
223,0.004183010241397937
224,0.041086966666840016
225,0.0030739930053432438
226,0.006219027329111802
227,0.003954525168732841
228,0.014491025121028199
229,0.004599745524557823
230,0.09194377873400808
231,0.011892365377795082
232,0.06880003574774662
233,0.005489939685182264
234,0.009371800115989308
235,0.006171774891637498
236,0.013381613940907429
237,0.026588893364248946
238,0.015570791748354317
239,0.0032586828716377123
240,0.0015283221968767843
241,0.011088668656694327
242,0.01230089641543431
243,0.01617738340687202
244,0.07584921895256626
245,0.011275316374365497
246,0.005160417874495914
247,0.005055532430946273
248,0.0023467647890206204
249,0.023813767743493565
250,0.009241932619706718
251,0.018711511670717905
252,0.11349049381825897
253,0.015564262487874687
254,0.012942495387314325
255,0.014023625887953382
256,0.02498952344586209
257,0.002543930931490155
258,0.011572556839959454
259,0.004512720475032005
260,0.04119048086954752
261,0.010865108059524543
262,0.05828882023169349
263,0.01809214855754295
264,0.033287602426099905
265,0.09146756517328122
266,0.021887069616816017
267,0.018843383609625265
268,0.033970028543469664
269,0.007252534385777797
270,0.017268301051360672
271,0.0022759997272316576
272,0.004914204151812172
273,0.05262900182010248
274,0.011226140996072019
275,0.05708855220796732
276,0.015164903334044515
277,0.0014069605690400708
278,0.0026056109966588956
279,0.01257510116123662
280,0.006415430411802585
281,0.02147889115757016
282,0.09641645042765266
283,0.025545442521028548
284,0.023818731154049443
285,0.011509775550702588
286,0.06123205236095588
287,0.04186503048286628
288,0.021494949760072345
289,0.024821512498523053
290,0.051159242024658755
291,0.005323595039304012
292,0.0216909856521997
293,0.0020179452983787247
294,0.0034333238126054086
295,0.01630984955076093
296,0.004634230922761849
297,0.005083668565752562
298,0.04681659658763481
