Dimension,EDI Score
0,0.5298893618735782
1,0.12256507369390887
2,0.36867933913902484
3,0.14494530478695117
4,0.17396954518597174
5,0.2484388258186318
6,0.2169041906016841
7,0.3663832881204404
8,0.5755381084171521
9,0.4340988142458758
10,0.33994042200782426
11,0.37249085100798396
12,0.20582330587983144
13,0.07521399655834796
14,0.14444496320692227
15,0.2725795076272405
16,0.6327217957920243
17,0.17155199876493024
18,0.3133717612878865
19,0.4839322456718268
20,0.22083901774656414
21,0.40182030661415735
22,0.14404838235299866
23,0.07554740032217461
24,0.20911310357476412
25,0.2757733847425154
26,0.4777875068390403
27,0.7587026622710341
28,0.6152654072580634
29,0.13748716533373048
30,0.562497538346762
31,0.19548662155206337
32,0.18347501871061328
33,0.6180990384456049
34,0.25734675848114086
35,0.1628400615790836
36,0.18458254901336088
37,0.08771027433416809
38,0.5917291243618681
39,0.1290905194261808
40,0.21436770450022125
41,0.10064475152785118
42,0.3527102371731419
43,0.4266382195417677
44,0.2809745165125501
45,0.14423291642292568
46,0.16791142374863782
47,0.10263789321102029
48,0.24027040542070807
49,0.30247590508255207
50,0.4429317721676472
51,0.09749801413615095
52,0.20130061820298506
53,0.14954849994348116
54,0.23244019231652063
55,0.12263205256950979
56,0.5076585515763458
57,0.31939553023413725
58,0.10503413520231121
59,0.2370242048030355
60,0.16635549280405462
61,0.10865281992698866
62,0.28332307443431604
63,0.32350198270372776
64,0.2669869636138438
65,0.28040136155563905
66,0.3662101762793021
67,0.5891912123823176
68,0.2802653336282116
69,0.3394635451324084
70,0.6693736010054878
71,0.2563043436583292
72,0.1475720377331692
73,0.5575127570737911
74,0.499142305234218
75,0.19961366247820275
76,0.4927164367041389
77,0.2389537458409249
78,0.49057178156652703
79,0.39551227664565497
80,0.45260204657853537
81,0.46406532297802244
82,0.17209707568711147
83,0.2128062326814148
84,0.407656248826354
85,0.2258223236520669
86,0.19460827515983942
87,0.46954814774707765
88,0.2848810936632169
89,0.30551939791934113
90,0.6588446117150711
91,0.16814778912207096
92,0.21126389321351394
93,0.4690344997858141
94,0.23717984710005433
95,0.7495392985854737
96,0.35777435096521126
97,0.4423761369123542
98,0.17124342616100785
99,0.07323812345529868
100,0.3687180270286216
101,0.12057111119140015
102,0.3778777509610232
103,0.30421960644829926
104,0.3036799136294249
105,0.09256538904263009
106,0.14293741519256023
107,0.18793686043734123
108,0.14595636611512794
109,0.25099809261767475
110,0.09587384769210025
111,0.7292216472904625
112,0.0735316980825757
113,0.29162786206156904
114,0.10703731624510955
115,0.14078531765845403
116,0.08490407847412174
117,0.45681640533028744
118,0.0845212711933502
119,0.2882756154257133
120,0.20902694751490344
121,0.5610471160055894
122,0.11680361634935313
123,0.471920135571882
124,0.5514363059482449
125,0.35641361412438005
126,0.5306208457092235
127,0.48648704019446204
128,0.1206297756746827
129,0.13498876982764912
130,0.37320704448881664
131,0.6997369145900841
132,0.1425181037352368
133,0.13840871098817817
134,0.16956010538434826
135,0.2564981176220841
136,0.4761672511941589
137,0.34018752334764824
138,0.10139553065364645
139,0.15911098941537483
140,0.6094747974269672
141,0.5885372834945016
142,0.554997554498742
143,0.21010012917680165
144,0.48341616853126823
145,0.40876545436335676
146,0.5057100022119032
147,0.3015246435959622
148,0.14485087816007305
149,0.09794845079588935
150,0.30128252989425863
151,0.31183332827773774
152,0.283977994777492
153,0.5517992476026907
154,0.4468555415694724
155,0.5495103584536214
156,0.5018341277591369
157,0.20335368451506963
158,0.7028318882711313
159,0.035614563363345446
160,0.42126356661164044
161,0.5066146883874294
162,0.12700194784503394
163,0.23613606753324567
164,0.3171905665162412
165,0.25875743484982766
166,0.40729951943916465
167,0.1960549326577473
168,0.23910746636232091
169,0.07257117699611995
170,0.18189939350662188
171,0.3965656073298706
172,0.5304896547472793
173,0.5436565102722325
174,0.09456082911943066
175,0.6195265442913036
176,0.48494474966448364
177,0.0990844480304702
178,0.09607390356382783
179,0.7479354118086403
180,0.4871032960376936
181,0.5204925169618216
182,0.25314113778548863
183,0.26694052794709777
184,0.40215946283106646
185,0.151551311880757
186,0.4659024560656736
187,0.4238372070138377
188,0.14296841446658987
189,0.23200766692635252
190,0.3168773885259843
191,0.2047141428801727
192,0.3046689974337875
193,0.14988869289099088
194,0.2572591384708246
195,0.12323428581668805
196,0.20145492503274678
197,0.20820929201600535
198,0.14858108355185362
199,0.4694969513373406
200,0.07813461909500816
201,0.1827754152849841
202,0.202981891161553
203,0.13397050099443106
204,0.3113298182450693
205,0.5582532624835589
206,0.46049494325788176
207,0.2768726964503023
208,0.16187620475945208
209,0.13587804349038432
210,0.32284553144654765
211,0.11972003277862028
212,0.4214831916534326
213,0.5096744427287945
214,0.2146245301757049
215,0.171908934262345
216,0.12050542790560265
217,0.24088836550029286
218,0.15496455452096392
219,0.09443587262304666
220,0.3203769039561678
221,0.22824709047549002
222,0.6263790743486403
223,0.47182439198933407
224,0.25787076464555947
225,0.1642524950306381
226,0.22181427054508085
227,0.15509208568358843
228,0.3041503173244759
229,0.5844153781863619
230,0.08993400018958966
231,0.1728685258613208
232,0.10861955281097821
233,0.14476316064015665
234,0.13812362584309687
235,0.2431672762252662
236,0.5547303176847342
237,0.39141872998313376
238,0.11777595073483457
239,0.09740565576133849
240,0.20582222260707062
241,0.4909483899282298
242,0.4640288801293561
243,0.1942621168056282
244,0.4881206357774831
245,0.1292211220754672
246,0.3974105640025992
247,0.5069668562606967
248,0.33793417760211736
249,0.21583749036360425
250,0.3560005971989023
251,0.09139760022934193
252,0.334969528861427
253,0.07147603662835271
254,0.4305717157045622
255,0.1681485943314378
256,0.12189865716666438
257,0.6311859031011229
258,0.12094496909272504
259,0.3087392641797086
260,0.30635093318989454
261,0.10033980334280451
262,0.6308013728165242
263,0.06666818632701162
264,0.4442443244057732
265,0.1156441287089926
266,0.38363438432113617
267,0.40988238950723943
268,0.20272986640888663
269,0.09342269766961685
270,0.14192423484847902
271,0.14700843893076912
272,0.23576099218123064
273,0.11058281824650185
274,0.22423686104747803
275,0.10181764580170839
276,0.22246986135465996
277,0.32769768208218697
278,0.40397683794557565
279,0.20311124496076566
280,0.13277163667355496
281,0.26760364127233666
282,0.1596862591080936
283,0.13479728624975001
284,0.12167829306687686
285,0.6051453218494066
286,0.7242026647373507
287,0.33798752861222847
288,0.11166149057101574
289,0.03201511702149911
290,0.19975541997447724
291,0.23234989167905679
292,0.35156930495358707
293,0.08286138239386627
294,0.5122572832216702
295,0.12862939126921819
296,0.4364784599071154
297,0.21572038364443122
298,0.26973977059746246
299,0.12697667483116742
300,0.10775598093352223
301,0.45250309996807087
302,0.12236366535886786
303,0.17921605401860818
304,0.42964921799876943
305,0.2979573285540845
306,0.26362114444355256
307,0.4196475817810248
308,0.7201711372775492
309,0.21247697106712485
310,0.20338555140714792
311,0.19048171012609794
312,0.1538157140126768
313,0.11275629945922803
314,0.3365425136990896
315,0.530578495802313
316,0.1831599247893927
317,0.42191742858648695
318,0.525766764586563
319,0.16303684927232084
320,0.1315663281846335
321,0.07984733093838664
322,0.17704454114334306
323,0.3987946153624513
324,0.23037418426931627
325,0.16255947815014998
326,0.06503397538986888
327,0.4093101271959828
328,0.33187931828402545
