Dimension,Mutual_Information
1,0.01428986136402987
2,0.02767346440978872
3,0.02055147897788668
4,0.03558678268906472
5,0.013601635500981223
6,0.031531554932739056
7,0.027002130944824995
8,0.024932633646611423
9,0.020248661482539024
10,0.015015015882381473
11,0.0029141401785882297
12,0.012321472894866233
13,0.008272418453399287
14,0.01627634962738777
15,0.01575693768650182
16,0.014714581973467429
17,0.03280888247770134
18,0.011331050015791926
19,0.006355856280633253
20,0.02014740035094042
21,0.004553705851242838
22,0.013352109672482307
23,0.014559074111296429
24,0.049411990710033236
25,0.007342668407117885
26,0.012339837571052933
27,0.01629216694015214
28,0.008074178199124031
29,0.012570274994390111
30,0.019864015784278398
31,0.023976580803979165
32,0.005965649436273444
33,0.011384283643686759
34,0.00802462482231222
35,0.01201807893449671
36,0.004748203162222568
37,0.002117198526130591
38,0.005038074955940212
39,0.003280947111895131
40,0.01748422290519591
41,0.016227470202343896
42,0.019557717811610274
43,0.011526828217321927
44,0.041052702900735365
45,0.017893425346892707
46,0.024293622544240834
47,0.01117528168083974
48,0.009375519096857167
49,0.014392734935874353
50,0.010567194774118258
51,0.004045411834653671
52,0.011042158641565318
53,0.006166079657629282
54,0.016057461919145533
55,0.059286709697157755
56,0.02843120034614325
57,0.04332973345781488
58,0.007015285537852856
59,0.015429925276618718
60,0.005167581685157734
61,0.01702292828065257
62,0.008679217922141276
63,0.008335802851072528
64,0.02582568840716442
65,0.022634805955089814
66,0.01657515667128181
67,0.038552969171544
68,0.006771738299411757
69,0.04223197759767213
70,0.0032336914103110667
71,0.031567323746106504
72,0.00749622229009466
73,0.03324283448386283
74,0.008318899891616001
75,0.03961543903149117
76,0.004711303885921524
77,0.00881892031654388
78,0.0189718935260087
79,0.021091621547482155
80,0.004782206367212931
81,0.006546087681031
82,0.010057706336450131
83,0.020418409969120907
84,0.026737802124464964
85,0.008158964136569476
86,0.020960510707915207
87,0.025292535270944515
88,0.01676452410093523
89,0.019511729481320544
90,0.014200306006270848
91,0.008257758915876635
92,0.005580783937610183
93,0.009654984940165666
94,0.044011896577770854
95,0.011662993419469796
96,0.007833710619888294
97,0.01077866973923907
98,0.0379122299630889
99,0.010114774396884331
100,0.020970691062137024
101,0.017811683520275547
102,0.015252151093713147
103,0.005044714493888013
104,0.021427383037328183
105,0.005819261028495885
106,0.0051066908805925335
107,0.009776535519253178
108,0.008044962259620168
109,0.0055008278502606325
110,0.005861725843864039
111,0.010117201363564613
112,0.011618389622355556
113,0.012432247306028259
114,0.03412126516570052
115,0.0037927313848454473
116,0.007271549278108684
117,0.023361106611157957
118,0.008368235838229397
119,0.02601121051266944
120,0.009031607811538701
121,0.007533677056061835
122,0.006383835128558606
123,0.03571842122622644
124,0.03432670025800028
125,0.05485005136941235
126,0.009254884675048446
127,0.037331783471670425
128,0.05538289810729247
129,0.016967659733928102
130,0.008256593120689264
131,0.008391173856278557
132,0.0035699036157277805
133,0.007942022080004184
134,0.010642889244458274
135,0.005522112318657103
136,0.009821154616447987
137,0.014871733022155935
138,0.005942565248015544
139,0.026147833608099615
140,0.004419511804712388
141,0.009985986060600742
142,0.03057191329106332
143,0.004880251452773592
144,0.008627260317301468
145,0.009671059029648175
146,0.029958090127267238
147,0.01914210712379518
148,0.013435752818861994
149,0.006258560818907764
150,0.006455707047173263
151,0.03739181543709778
152,0.055256631631956946
153,0.016257336469188442
154,0.04427562699915853
155,0.011297024373357313
156,0.02454829522900797
157,0.007089021163830471
158,0.030008017087771892
159,0.006737422697024806
160,0.008492509577084013
161,0.015744389021108522
162,0.01057925742820142
163,0.0071557840657065705
164,0.029685599228385318
165,0.006343242318460167
166,0.0041250378845650235
167,0.01118156501301764
168,0.0366466875731272
169,0.004659556441110262
170,0.007959383530395013
171,0.002785621446906493
172,0.015400499374075803
173,0.026393603622301642
174,0.011349194970587152
175,0.02465216527720445
176,0.006392757770572376
177,0.025056239536106237
178,0.006206200342991262
179,0.007701769980377103
180,0.049344841709317015
181,0.02170266561644866
182,0.009245423864313769
183,0.0261201180030029
184,0.010222219066988482
185,0.026792145052379125
186,0.003849556894514515
187,0.011699703711193131
188,0.007749026390561499
189,0.005435832575105477
190,0.032320946206159086
191,0.008715300343424291
192,0.04173003867211917
193,0.019059821143610108
194,0.0030828173168746457
195,0.00498026975598382
196,0.024952529873149505
197,0.008452331179632032
198,0.010341106315380565
199,0.01546397695454129
200,0.011104496399283499
201,0.007637488816114625
202,0.017420626428480086
203,0.008569046150413425
204,0.010436224304437296
205,0.004616534964245099
206,0.010472962340393716
207,0.010115250523470669
208,0.007432953619680403
209,0.007769753479441081
210,0.00861950194377669
211,0.012702715641226069
212,0.006829008060606413
213,0.019662843305090195
214,0.005097884629516651
215,0.03894232474307191
216,0.003991047941390567
217,0.0044213499753540594
218,0.017542800867420015
219,0.0038526631767847527
220,0.009667878363893954
221,0.004980103111426125
222,0.008201066954656284
223,0.011130204786018734
224,0.01036600122312397
225,0.006244339488376709
226,0.037884971155910864
227,0.0486364158094953
228,0.004414695133475517
229,0.01163749572052971
230,0.009468018418370576
231,0.01114136303400879
232,0.025570600382805418
233,0.005977098766875612
234,0.013451254743455147
235,0.01686917292598219
236,0.03209801977131956
237,0.009249259974874378
238,0.02766033615707738
239,0.012863689383487233
240,0.012835075754826446
241,0.01266818125010536
242,0.013049323795737568
243,0.016649086539583642
244,0.03650496893927942
245,0.012640652821142746
246,0.00769823900354711
247,0.015733207706925233
248,0.02228823150202445
249,0.0043852230128083244
250,0.010859287657656778
251,0.10124137441617231
252,0.006387294382827216
253,0.004966508956938752
254,0.037715191447915096
255,0.008568147399943639
256,0.006609586900667479
257,0.05176774352477915
258,0.017992621894500106
259,0.011089930896679236
260,0.007451116627959935
261,0.017105960388532244
262,0.005394265064692587
263,0.009697569997924173
264,0.005450730354967147
265,0.008093332139321306
266,0.011604532595912147
267,0.002359646163296529
268,0.009544324309458709
269,0.02242344062921523
270,0.022652158269398766
271,0.006768096285087462
272,0.009714856632428019
273,0.008673940507501539
274,0.0231684363756409
275,0.02060113631567701
