Dimension,Mutual_Information
1,0.06706486859889171
2,0.00351852321165471
3,0.02569896648216454
4,0.00790384503280938
5,0.0054972683791854535
6,0.008832827480792498
7,0.005544916971484369
8,0.014242883428678126
9,0.022010960724663707
10,0.03726348533387764
11,0.025003351158272936
12,0.03720762236683352
13,0.011256803038453146
14,0.005654773344276075
15,0.0011671874639244337
16,0.009196309217271041
17,0.03775073690105786
18,0.0066040197769265604
19,0.013132066849933129
20,0.03293281961115918
21,0.010642285105945719
22,0.02419978855095615
23,0.001292433899862909
24,0.009930914064351141
25,0.005417787015254576
26,0.00964906888776381
27,0.05712086821587111
28,0.07309651209366322
29,0.08175258808118925
30,0.002886107447997575
31,0.06959442411094292
32,0.0034048419668850846
33,0.003179045873446161
34,0.03524566164553382
35,0.006956776927806545
36,0.010274037302655366
37,0.009670747716348009
38,0.008582263962614876
39,0.07259787372149058
40,0.003819592284984678
41,0.00285361987109322
42,0.0019922718254066977
43,0.026287557115971284
44,0.009106530230990277
45,0.009064434834825365
46,0.0012961489678903686
47,0.005204369747423963
48,0.002507128942460766
49,0.011151518394453476
50,0.010419658348980239
51,0.016145917427556555
52,0.005738122578004788
53,0.002037092082195012
54,0.003376225032370027
55,0.01776175813507043
56,0.004353231181529964
57,0.05273900765020845
58,0.009703531843426837
59,0.003459496320945714
60,0.011133136885602447
61,0.01006178189519871
62,0.007418944934996834
63,0.009843985360065553
64,0.009157534230151428
65,0.0027985095889269604
66,0.009088938443796692
67,0.02927463315626949
68,0.02048110982354507
69,0.011924605383453753
70,0.007610237062921674
71,0.09887325310889902
72,0.009527233809596254
73,0.014086704965040504
74,0.04139231944995277
75,0.030107453820873285
76,0.007237620614170583
77,0.029807010783646677
78,0.023315132499484963
79,0.07208823683118973
80,0.022311152672786598
81,0.01933782119426356
82,0.038557814593226505
83,0.005012164553994579
84,0.007165459360996516
85,0.017411528394636396
86,0.0025335729053023934
87,0.011300421524953107
88,0.040771877779788586
89,0.01892631264982938
90,0.003074763761806591
91,0.0497689798009024
92,0.005637453733895313
93,0.008350352305757945
94,0.012821469548069502
95,0.01046457287641888
96,0.023712849637318102
97,0.004290551661177526
98,0.0654182418961985
99,0.010430967453082217
100,0.0016117735927962322
101,0.010394144392138947
102,0.012177405872556842
103,0.012009613463230338
104,0.022546970137715137
105,0.007370923098907169
106,0.003211814034563352
107,0.004277784026928598
108,0.006379815072824251
109,0.005560818815217604
110,0.011878591194502817
111,0.004318529191029562
112,0.049927653437158395
113,0.0026802432884201963
114,0.013721495029473625
115,0.0015726230069723
116,0.0019011926341208005
117,0.004471265728530398
118,0.01895242706310741
119,0.0021773364977171125
120,0.011944072197715698
121,0.008651464926199635
122,0.052626484494089194
123,0.003019085292285194
124,0.042069010885827166
125,0.040599275767204936
126,0.014568943542350714
127,0.029005032516069097
128,0.03778669985708832
129,0.0026341988036499963
130,0.00843203886706028
131,0.035530566607508106
132,0.0783398357542681
133,0.004206519666742313
134,0.019850021331244243
135,0.008439381098433542
136,0.004207122566274278
137,0.013610038253221941
138,0.012707952351913306
139,0.0032506057456142753
140,0.0036362969694558253
141,0.09050429838283386
142,0.04864008482839642
143,0.02736915252552244
144,0.0027146916945363486
145,0.05015188593989442
146,0.02007837738168603
147,0.04246411960563806
148,0.009755871441449425
149,0.003776258063166192
150,0.0028470579455915006
151,0.030210586974888418
152,0.008772368477604701
153,0.012046993992992729
154,0.04478335647496479
155,0.03162869573085884
156,0.0385204855342132
157,0.020014937945287657
158,0.019053778476755247
159,0.08360863385094565
160,0.006068439205249125
161,0.020672066838623472
162,0.035376901281884525
163,0.001454371061593622
164,0.00530184003667699
165,0.0036336905577271854
166,0.005564481999068414
167,0.022949536853634066
168,0.010696765742127919
169,0.006643070322787874
170,0.0015678151256205346
171,0.004111449244874464
172,0.03136610525793812
173,0.07328183916509737
174,0.02165086575006566
175,0.006204352259141448
176,0.04245642751938063
177,0.031854355327274396
178,0.006483042381282715
179,0.0034310775812705294
