Dimension,Mean_Sentence1,Std_Sentence1,Mean_Sentence2,Std_Sentence2
1,0.1979814570771557,0.16526118487552904,0.19478448188611608,0.17531947568306827
2,-0.18521919086991015,0.20554948898313666,-0.16272982004508002,0.20669131634418123
3,-0.1117604455750177,0.19943305254962934,-0.10258439993175646,0.20144962082460424
4,0.01961943014454307,0.1590100577360273,0.02756786412087596,0.15972524218992726
5,-0.10657585144175433,0.21475525611973773,-0.09486435966432831,0.2216304765139116
6,-0.23961359804059612,0.19795158153193818,-0.23317049064969933,0.192171501193985
7,0.07070202724003898,0.18996126020937798,0.05228854174837898,0.19356816121033182
8,0.5755440876257096,0.2574024298641032,0.5803679825381993,0.24849961074721758
9,0.13768691599729982,0.19516508195221025,0.15746700357611568,0.19492987946743387
10,-0.2910132280958178,0.20188115425140443,-0.29389906469630966,0.19407557248644072
11,0.058372314762962,0.19042119431976406,0.06090112029781192,0.19240175677585614
12,-0.21628260665796015,0.18642956748631345,-0.2223047336883668,0.20322623187535457
13,0.018125695321600025,0.179565478580325,0.02123841441989659,0.18474027019755077
14,0.3684199181037599,0.20204085469518787,0.38667277029515845,0.20310049460612942
15,-0.16210583056387648,0.18189057113494794,-0.15087067437632173,0.1837207351175855
16,0.16160902760989582,0.17234581837384078,0.1856781360402218,0.19574729249146008
17,0.004148417799076405,0.16717582358556918,-0.022662413268081303,0.16720736556253074
18,-0.16402867913102503,0.16495253163689255,-0.16658565579801998,0.17280174726551975
19,0.05775044465551997,0.2088542958265492,0.04730929463735996,0.19962164178406502
20,0.09807027285148949,0.19985254593837595,0.08015815062669814,0.19652205104080003
21,0.02287013632253801,0.20008510160122783,0.03473165904207701,0.20382594145151794
22,-0.17214778848305776,0.16009429364272282,-0.17688748631322695,0.16724775237493364
23,-0.31031459032722924,0.17453133155401157,-0.3218903420321795,0.19146099599768887
24,0.4347847463837007,0.20758993217487925,0.44464578357951096,0.21395372249072558
25,0.1474941268959651,0.17557788143144265,0.17259840907089402,0.17827153753849587
26,-0.051492689865743894,0.1822156372604247,-0.053635753839373024,0.1858091662351584
27,-0.15759775360789802,0.18852240209045132,-0.1564156714225503,0.19701158335930996
28,-0.09192843502195391,0.18822555098940796,-0.09426788499891396,0.19446884822021862
29,-0.19032789946284198,0.18405346388825222,-0.2015887664103934,0.18487608972755082
30,-0.07553500470065788,0.18538363413329487,-0.06470452281757987,0.16782815989014138
31,0.2757075513322096,0.18752772338262488,0.2882742434985102,0.19529189790314885
32,0.06931871855497285,0.1992377894119508,0.07705554748405086,0.20755246714194175
33,-0.3113634330273669,0.2169327239386986,-0.3055134121668459,0.22455905431564468
34,0.01283839200505,0.17062279785979914,-0.0008164448853500013,0.16409680442573452
35,-0.1048595205192281,0.18904168479243097,-0.08979551950785006,0.20094529952546086
36,-0.039988526830353914,0.17452861804139377,-0.03418302495457512,0.1736034916618873
37,0.11570115949158855,0.17752896079408903,0.08186956006894605,0.17799617287375835
38,-0.04146865000775698,0.2096112369250933,-0.07423762501588997,0.21553073782352786
39,-0.5477157163409003,0.1724656351635952,-0.5356419333949994,0.18422080577333425
40,0.14145346241327678,0.21791041327698168,0.12104900371880936,0.22613893584035935
41,-0.30991858058517985,0.18654994659891774,-0.33353040269048956,0.18658233967030718
42,-0.21129287818772854,0.19297681900588395,-0.22211147902178244,0.1939504492346126
43,0.13734545195313272,0.21896537427382282,0.14546013750282707,0.22560237858482518
44,0.13436599064238994,0.1996378565369921,0.14114262107676395,0.19456316449162814
45,0.04897584353296093,0.21780525080017202,0.046216897015062895,0.20522599262876728
46,-0.24819943143846487,0.17544328286447705,-0.23700815817043533,0.17790793357266674
47,0.06196133273011644,0.2661188574943475,0.07309254396732019,0.2648091395307574
48,-0.14479425444161775,0.17951678044376845,-0.13405145020548978,0.18236350447817795
49,0.04628803037511399,0.21325302306805172,0.05208873930309296,0.2187154831862089
50,-0.2108231668975429,0.19959579079966444,-0.19685144532190316,0.21690556881523415
51,-0.17064304859773932,0.1938395860449277,-0.1754429287651581,0.19818846077854058
52,0.1534889979294933,0.21291519446478988,0.15831194312913088,0.2233420662863539
