Dimension,Mutual_Information
1,0.0004056698888627863
2,0.02541821294218112
3,0.0026437174680146724
4,0.003749451653587671
5,0.0029149012860829326
6,0.0022951190036745173
7,0.0056697597772668515
8,0.004589099468133788
9,0.0008406968958055358
10,0.010656704591398523
11,0.014744768953576702
12,0.0013634447620577625
13,0.027321770481149817
14,0.001785890738871393
15,0.011576577073830828
16,0.008794314334913227
17,0.005433453369681672
18,0.013077729723967417
19,0.0016634560070167767
20,0.0010437426182056601
21,0.002049472581203249
22,0.00571024994598688
23,0.005385073389215483
24,0.0018389524353457642
25,0.001228692582740519
26,0.0063113652078292115
27,0.007142531217507901
28,0.0012933438490419433
29,0.009348724331285259
30,0.0007727373002771043
31,0.0014734346931651876
32,0.005143194696657742
33,0.0025569341137225625
34,0.004708604243333463
35,0.009607259275743914
36,0.0061057797641682204
37,0.004829785123289181
38,0.007745845541356121
39,0.0028844771379784515
40,0.0028912839789663955
41,0.02614361586735601
42,0.010353389190982748
43,0.0008909951568560615
44,0.010241023868663504
45,0.0024391397106741305
46,0.001079651591165374
47,0.007178817216106352
48,0.005441209796467145
49,0.006286196607344946
50,0.011412474614666643
51,0.004652256855807391
52,0.0012256295783694346
53,0.024327387011915495
54,0.002008625283636982
55,0.0011628008406308274
56,0.002423702005776594
57,0.0041403889747195985
58,0.0045824232048327015
59,0.0013087970825844605
60,0.002433351293975781
61,0.0027691219783254548
62,0.0013103966250028465
63,0.0027728269416551136
64,0.0041606469354640505
65,0.0019284880084127765
66,0.000760678342215021
67,0.005577921637967893
68,0.0020535350501949194
69,0.003274202624561122
70,0.007320258007794005
71,0.0013731438970544518
72,0.006060895106949543
73,0.009429359402588884
74,0.0016911630170892908
75,0.03845052430661905
76,0.004886892282618009
77,0.0008426541777577993
78,0.010567262860415906
79,0.02478660389807403
80,0.00276059760729634
81,0.002996822208339696
82,0.002324095483847786
83,0.001684129883792601
84,0.0025116286177240266
85,0.028415903375968006
86,0.001354302664283602
87,0.009432186930316583
88,0.004358913328538876
89,0.008600576808510882
90,0.003373272835651503
91,0.003919658344759068
92,0.005803970190104507
93,0.005219175359855992
94,0.002450326570847726
95,0.005290124272007979
96,0.002378431121103967
97,0.01028290271634276
98,0.0010254094053148903
99,0.006672828284995262
100,0.003448338630198742
101,0.013679609021248422
102,0.003934325775750362
103,0.002308158451624929
104,0.004288315969138999
105,0.0006221579953523608
106,0.0006089158612372285
107,0.0029171388391589434
108,0.005311542001869028
109,0.0009022417111685943
110,0.0012781282043595947
111,0.0038506931175528725
112,0.0013347894105859293
113,0.0008391136724906142
114,0.005372744774366112
115,0.0015922215573538068
116,0.009490301034612035
117,0.0012478183172176735
118,0.005994915112341452
119,0.0007393306154376482
120,0.0019797590304635113
121,0.00500547265425122
122,0.007686726757998558
123,0.0029431152412220866
124,0.010621159520986766
125,0.0014179252020427783
126,0.003332259146498199
127,0.006827750391703705
128,0.00781032221781356
129,0.004836874476960316
130,0.0029318962047265792
131,0.01383086384868306
132,0.0011070468554645052
133,0.00130924593208806
134,0.0006064063204075376
135,0.005758627512692842
136,0.0019281023752510049
137,0.0007860428415739566
138,0.0029208759054184723
139,0.03278993337357881
140,0.0016241245399203907
141,0.0005572820825691309
142,0.018854675855416947
143,0.004029964328527445
144,0.0014804618013201098
145,0.025016128847668267
146,0.00521605232264067
147,0.0018961729978526562
148,0.002111490818859779
149,0.005984602295657032
150,0.0012766408359608998
151,0.001996469289647057
152,0.0016604196999211937
153,0.0021206224908874513
154,0.008016359993351034
155,0.00976549230726799
156,0.018082399268370998
157,0.0006514154869645887
158,0.0012929703856111234
159,0.010952260692828696
160,0.014448024837980557
161,0.0021077877132077705
162,0.000844642909054942
163,0.0024019415304562457
164,0.006451415858640973
165,0.0027374887609212736
166,0.0015855631399293232
167,0.002278668836360326
168,0.016336910115308002
169,0.00870959003000335
170,0.0011137630801374906
171,0.02214087293469228
172,0.001828566971608818
173,0.0011791599751826143
174,0.001265073800640698
175,0.0026618012272190683
176,0.0015266402583500316
177,0.017510080987106796
178,0.003175774028359696
179,0.008476043638598371
180,0.001838586107194055
181,0.0017965109619580907
182,0.004864960208630052
183,0.0012180238147417033
184,0.001823476524856336
185,0.0062059127158946015
186,0.002551107831562087
187,0.0068749686907675495
188,0.0008758914288778952
189,0.00774690490978331
190,0.001868933148464667
191,0.000831093472950704
192,0.0014367867494045547
193,0.0014868116439160483
194,0.01182851892016866
195,0.002812412761165915
196,0.004257582238060456
197,0.0011051501121247462
198,0.010023509183419738
199,0.009461267167400242
200,0.0019180551212394851
201,0.0017463492907255906
202,0.0008364138864092041
203,0.0020540280867750098
204,0.0024642897923041127
205,0.000711007684060759
206,0.001799512294938042
207,0.009237063772560596
208,0.0009257933536688172
209,0.002856076295398191
210,0.004971250332100073
211,0.0035839068038943933
212,0.0012610327029067762
213,0.005798493780239659
214,0.00826675184920176
215,0.0010505651415499695
216,0.0018633543553978893
217,0.004373922100954462
218,0.0077277807307421995
219,0.012993511274888916
220,0.000963736400784343
221,0.008583170539423993
222,0.006509820182954401
223,0.002550926981959467
224,0.02885968389567703
225,0.0008177580012212675
226,0.020977071600491774
227,0.003192247027642668
228,0.006343876034154372
229,0.0024197087622254074
230,0.008212261950124436
231,0.014874848670935518
232,0.006395806314556149
233,0.0007710674853859401
234,0.0005952462873150821
235,0.014088773731360603
236,0.0008581882035627042
237,0.003935673318852917
238,0.01632802838722771
239,0.0014543574022540529
240,0.007423177229343297
241,0.007035259046091778
242,0.007188327826114026
243,0.0017423088495128396
244,0.003472508992419271
245,0.006155353935400475
246,0.0008041152692241371
247,0.0011995194125910195
248,0.0023627409072155825
249,0.0009020886525886174
250,0.005466145608719462
251,0.00398929679188359
252,0.006648482275061492
253,0.0007232712441003764
254,0.0016472802441668197
255,0.0028426364974773397
256,0.005539856293011715
257,0.001716241185296001
258,0.0006269874033551152
259,0.02483885636439958
260,0.001311427829305121
261,0.0038843460010359525
262,0.003945301326684941
263,0.009799975745104328
264,0.0013247554970258202
265,0.0011271291089328672
266,0.0018610795699035287
267,0.0006384959647587544
268,0.008014790301727893
269,0.0009671787842801187
270,0.0007031197655511523
271,0.0018363436898038432
272,0.00839588117116323
273,0.002988395059870828
274,0.0014923803301177744
275,0.0009627750363163305
276,0.0017009814454103309
277,0.011321491923337083
278,0.0035270746299395084
279,0.0008775076703217422
280,0.009936401946368793
281,0.006110853077535054
282,0.0018791969457994315
283,0.009141527794710329
284,0.023459291268335937
285,0.0009351620507996317
286,0.0011291945892522304
287,0.010997026925141547
288,0.0026115017274692324
289,0.0034905620064747886
290,0.005006271966041392
291,0.0013257270101396583
292,0.0006678316931654493
293,0.0032704692888460216
294,0.002459474240674518
295,0.011615168855699402
296,0.0018353557485724019
297,0.0017978721360937182
298,0.01778802613930925
299,0.0006379362164539363
300,0.010419843055529503
301,0.005970489596152095
302,0.0012926792437642151
303,0.0007420046019601593
304,0.0020004798435009075
305,0.0036493362022035
306,0.009927046225629036
307,0.001063209414589282
308,0.0019942031502734534
309,0.0021871293769910316
310,0.0058747567946398
311,0.0006191571122770578
312,0.003378413119609458
313,0.0015360567394697641
314,0.0021653111272952534
315,0.0030499364965270374
316,0.0031937010767572253
317,0.0020334258628373347
318,0.00832197488016368
319,0.01206193563696751
320,0.005274608356360816
321,0.005715326253424663
322,0.007926397162489933
323,0.003996207920622989
324,0.001910137565024193
325,0.0015319084937750124
326,0.00789833840012616
327,0.008309617331956218
328,0.0008229322882608507
329,0.009359816124746213
330,0.0022125617348847312
331,0.0018307688253731062
332,0.0043966029052705455
333,0.000744783646590412
334,0.007688876717802544
335,0.009031071146753535
336,0.0077808909398962775
337,0.004364089582022723
338,0.0008066282439916843
339,0.0075556630856196405
340,0.012673149570481705
341,0.022145207914438088
342,0.00030617075853983655
343,0.0009209449866294517
344,0.001160332005672171
345,0.002672611191108946
346,0.008828687697671506
347,0.001995942285303892
348,0.015652789839930147
349,0.0027915558061206713
350,0.002675668510035582
351,0.005449224470059015
352,0.0010269459897063737
353,0.0011760488862382623
354,0.0016748167130895206
355,0.0012757560623153845
356,0.0017837168846024376
357,0.0009094027826175022
358,0.0018267618188406443
359,0.0010718128553352524
360,0.0028925499282179967
361,0.006519480272195476
362,0.00015728482107041364
363,0.0027449023315160304
364,0.0026027278005806564
365,0.0016859713085525178
366,0.0024707022758772494
