Dimension,EDI Score
0,0.5133101068580064
1,0.36634159708126296
2,0.20916214428962876
3,0.15488068122689674
4,0.1585775355685723
5,0.4542086955971223
6,0.447019689704006
7,0.1461827327141285
8,0.49190583080383343
9,0.439505019493251
10,0.07126544346994015
11,0.12563080020466894
12,0.060667511768699604
13,0.3120677477335446
14,0.12913804684328395
15,0.16480588818630387
16,0.13470148923324393
17,0.18045781568916633
18,0.13795203575819787
19,0.20977743287719744
20,0.5259677256524349
21,0.10082480186792445
22,0.12362963732451442
23,0.10777249063787467
24,0.3901262389813353
25,0.26670799931220457
26,0.4355779776376368
27,0.44646326625830746
28,0.434992454852988
29,0.12253135402516321
30,0.1290992854937847
31,0.21091432140493366
32,0.1789528357584017
33,0.14048330847805218
34,0.19913510986673733
35,0.47583575654739396
36,0.10280200546627838
37,0.3521160254518353
38,0.22072676680538117
39,0.12293854268338092
40,0.10763242052706079
41,0.11517536266896053
42,0.18023913454956975
43,0.2881851525783913
44,0.19905078703830825
45,0.23842455191605935
46,0.3386093734330183
47,0.07709926431328076
48,0.1345688156039588
49,0.11937051938737589
50,0.16541315990765695
51,0.1311027604358481
52,0.08630944283086572
53,0.11845812810022004
54,0.12221837312411626
55,0.18200416225823995
56,0.20283406142087415
57,0.4908811907914621
58,0.42753472737532733
59,0.3077476640469439
60,0.2104436904537782
61,0.4032953528622819
62,0.12616638107199077
63,0.3973150548895541
64,0.5299633285749334
65,0.5147984167197273
66,0.17010896005685278
67,0.2073207210726673
68,0.3227943479175811
69,0.26905673713687256
70,0.37719465912919775
71,0.12390910326560454
72,0.1637825623825867
73,0.16685460042630784
74,0.21232777469873465
75,0.41202428785043577
76,0.4538718325490755
77,0.2666137106264668
78,0.38369412573496303
79,0.14648016793997848
80,0.2034694809268734
81,0.46555271848727864
82,0.19302158717154144
83,0.42213546156935156
84,0.130975074297779
85,0.27896270554395075
86,0.46414228843078487
87,0.218990341910438
88,0.07450308496909311
89,0.14432754649867366
90,0.18743303431302913
91,0.15172037825294554
92,0.4167585030219822
93,0.3696840782433593
94,0.3996495953289379
95,0.1601727074594994
96,0.15683395041301446
97,0.39712253293560684
98,0.30471374693104947
99,0.27658446450037294
100,0.4967746116648988
101,0.31664525282291933
102,0.5594712366327426
103,0.4400310751974974
104,0.47125273337894874
105,0.4127169319255786
106,0.3518256875919348
107,0.2509925161533531
108,0.1496389840597571
109,0.5460793112495649
110,0.2796089019334126
111,0.27204719218178497
112,0.4879174800216085
113,0.234312231835066
114,0.12064010071704036
115,0.11259487845516719
116,0.24909813007867138
117,0.10901100687238133
118,0.2310436993059916
119,0.3583629252710238
120,0.21555563074377931
121,0.4916767120734584
122,0.1969091024017085
123,0.6342318362843482
124,0.15805796966516497
125,0.425417051084933
126,0.12030380634356824
127,0.3358007627314711
128,0.1658482630279487
129,0.27325451207895085
130,0.39671991727459555
131,0.4495294402219477
132,0.23612125190164893
133,0.3046072058018585
134,0.4866110228437903
135,0.6435210777800202
136,0.4710282824339434
137,0.16760220334438877
138,0.36164841182612883
139,0.3655006404311403
140,0.11453183465458795
141,0.2788592349515888
142,0.5694740825294495
143,0.2183183593767402
144,0.5907745838801575
145,0.13763341980973914
146,0.21568290290857262
147,0.21955793090378972
148,0.16287289335829058
149,0.07850545685919083
150,0.3591011048027065
151,0.13803854717845962
152,0.12494386114719316
153,0.4379705073827617
154,0.1360054628922314
155,0.19415541385639157
156,0.10549622231857751
157,0.43251055264587196
158,0.38279020241751105
159,0.07942074629752832
160,0.14351768658635547
161,0.36540588133245944
162,0.11690886930831769
163,0.22514157038421415
164,0.13207357894199928
165,0.2206507783505038
166,0.25863249568579705
167,0.30680757711592244
168,0.1107131724061334
169,0.33168776661987615
170,0.23558771538788198
171,0.22119107731494098
172,0.5462517367725105
173,0.5041357663190685
174,0.10558150379918937
175,0.1134538009542434
176,0.21934096151577726
177,0.07775418406060908
178,0.36948007755007506
179,0.4280857246224857
180,0.9380548053501061
181,0.2635245076390617
182,0.5187838135627756
183,0.3344652148085887
184,0.2717508221814079
185,0.08468644768257433
186,0.17003466585853774
187,0.5171152339323036
188,0.4057499498813034
189,0.35783249015855917
190,0.34949294020092425
191,0.2660592062383539
192,0.1983701231227875
193,0.13271207771266613
194,0.2625465840734755
195,0.3224085487614876
196,0.20944042144182168
197,0.2144628109305433
198,0.4580474406738297
199,0.21630646620410848
200,0.4148757829624698
201,0.14535945735856232
202,0.2934700670531116
203,0.112983755325094
204,0.35040737377918657
205,0.42877081188365307
206,0.09445926728155679
207,0.3434840304527554
208,0.37088215613577125
209,0.08900977580512119
210,0.16873905377694337
211,0.20527220863369616
212,0.4022923764045351
213,0.2222939949354886
214,0.18988651891483066
215,0.30002662675043895
216,0.15286848571191208
217,0.15154137131642784
218,0.3587437003739575
219,0.18060394688594883
220,0.12321518909817455
221,0.12674065922897726
222,0.4704994087387861
223,0.23357740498991172
224,0.3477767813500793
225,0.26033812228986963
226,0.15483623384620906
227,0.15658942463301304
228,0.384408221564746
229,0.14269147015121064
230,0.4993912666912936
231,0.22838542336762607
232,0.11609080514460784
233,0.4311670347322908
234,0.4720197930240522
235,0.10639624771184544
236,0.21066715565277727
237,0.5001518602601192
238,0.06674325859045108
239,0.45176975873672154
240,0.48550574122518503
241,0.20829026468759648
242,0.20460787087008211
243,0.1541509212557286
244,0.21851741046135625
245,0.40400507696465465
246,0.47055849892656276
247,0.2771380547456388
248,0.22701429597505776
249,0.0997702254783624
250,0.23106072301464392
251,0.3123204931696368
252,0.39966104764321475
253,0.1314708897056472
254,0.10789231550742558
255,0.15354911909761443
256,0.38511708119510124
257,0.28869317862217814
258,0.40567815395543155
259,0.2883308468632626
260,0.17339043920437536
261,0.37771024287992044
262,0.4797555732704223
263,0.102021136230084
264,0.5265244060558467
265,0.5668896918835064
266,0.46024391776861184
267,0.07279102108573136
268,0.2663875458638143
269,0.06104990054126158
270,0.2000916529885331
271,0.424879847741195
272,0.20878719819884958
273,0.4816022387491592
274,0.116467990526186
275,0.33706226771844133
276,0.5420906167790016
277,0.3363923842939142
278,0.3823161295159602
279,0.4728815855557866
280,0.35780989077919423
281,0.15625681431792782
282,0.32769060910312386
283,0.305085598103469
284,0.09116862013036715
285,0.2313762162646899
286,0.4979544617562823
287,0.39999408371820777
288,0.14474716368482726
289,0.13155245948671357
290,0.34124349954950217
291,0.11255632541992272
292,0.29174172307042795
293,0.13982945812572536
294,0.4405535459782992
295,0.10825786740058771
296,0.3282332880028258
297,0.08199741346485853
298,0.18043077800120427
299,0.2229796221028627
300,0.6171051737973516
301,0.5684009547527517
302,0.3838051025243327
303,0.24353789586654614
304,0.31395708656255494
305,0.04863560946085416
306,0.4849541969512977
307,0.3087285372229923
308,0.7043342002288084
309,0.18634567922396933
310,0.33629206870599393
311,0.08644171534247058
312,0.3484440741343182
313,0.41396728310341846
314,0.17835805608457786
315,0.4793522013577988
316,0.19371624550996078
317,0.3361359176914457
318,0.4523184062305629
319,0.606249076982633
320,0.36266071054443333
321,0.3755380740459462
322,0.27762281524515053
323,0.4524556388125275
324,0.5512369352058339
325,0.4950293583327369
326,0.18744314095549713
327,0.11133083774495443
328,0.17729543133190032
329,0.4983149392952731
330,0.2184515853115197
331,0.5203739010773805
332,0.36149277436249344
333,0.4734538350146854
334,0.18499700706995906
335,0.12167970427213326
336,0.29800640630723624
337,0.2153009854437326
338,0.22013315977333112
339,0.20286477916267937
340,0.42749637135847807
341,0.4560496041645113
342,0.050337865353525704
343,0.2594503109383244
344,0.07909257400104514
345,0.38547187063584276
346,0.3060587451977987
347,0.10615158235282296
348,0.0590321621673703
349,0.3527179064202122
350,0.4453853351174039
351,0.24646617864898007
352,0.2267620453143373
353,0.22754506570553945
354,0.12269729633239398
355,0.22434729686333651
356,0.5156665376328515
357,0.20660570692715033
358,0.3554126892122346
359,0.23562579376649567
360,0.49851856273857864
361,0.24018820682182523
362,0.4083774579649282
363,0.14283247445819403
364,0.2133040671625107
365,0.2114323887512689
366,0.37784334508972145
367,0.31253005367729025
368,0.32349003731179726
369,0.22368272078374418
370,0.30456679849315155
371,0.3462100369838708
372,0.2176189251381719
373,0.34620369491363523
374,0.24498144359500906
375,0.40322124256405467
376,0.4689270015008315
377,0.4552654797314709
378,0.4314938498201631
379,0.3836211801514866
380,0.4788823245036346
381,0.3242448804630118
382,0.3067599811143098
383,0.44019560182564016
384,0.34625183731330017
385,0.61018926191998
386,0.23120787602304346
387,0.3831517807801968
388,0.38153273306678676
389,0.1231492926423982
390,0.6151386283306942
391,0.22230049465643642
392,0.14059539625918202
393,0.2665705420370056
394,0.39807573299622456
395,0.21351975935146222
396,0.18368814826364438
397,0.5011466484483316
398,0.13254261681381369
399,0.46368989087803203
400,0.5811407029953944
401,0.24727723801510362
402,0.30515547150170935
403,0.248388985282962
404,0.45496179871372633
405,0.15544952037192816
406,0.46106183274779833
407,0.40719334144936525
408,0.3719527726975344
409,0.2757730333512908
410,0.26341044375503925
411,0.4654983336078156
412,0.16721081774389407
413,0.5080612688382636
414,0.3901616825760241
415,0.15797624523897946
416,0.12090012552279221
417,0.4795702765956069
418,0.27366919910922666
419,0.2019487830364882
420,0.46522155495627016
421,0.5179301223878437
