dimension,kl_divergence
180,0.20424132117192006
534,0.004889259417130364
523,0.05578851070153137
766,0.013325979750400552
131,0.0151100722863755
653,0.03134399884836401
140,0.014056495645571116
486,0.04519029236231573
27,0.06839204668484729
669,0.07875458714235675
378,0.060611473223050126
179,0.08601222126418663
111,0.0202842562020546
222,0.005750294643366193
70,0.007395719474633514
750,0.043548475944833666
262,0.14879361072504715
467,0.016370347561264667
767,0.06104330061662164
158,0.0851558836413917
28,0.05872887241743684
595,0.062059600966186665
286,0.011837084316522466
339,0.011383152782153554
693,0.019226266589400735
692,0.02865269945785116
568,0.19584938072975913
351,0.3393918086391381
38,0.27438050555172405
377,0.01795651448481402
308,0.23168768560349925
385,0.02122196334755885
576,0.014039081431001217
395,0.1332420778356515
285,0.038570414301634305
30,0.02011893067517622
447,0.02662549742635316
427,0.0077445221892659495
521,0.24694113802081213
121,0.012000687029390653
97,0.019140085383969958
747,0.007269114622724493
175,0.07442646900291144
729,0.05753724932863526
153,0.04894279271849214
95,0.010788436390208893
585,0.020086671328269128
142,0.009205842232643027
296,0.02429595407273446
0,0.04043103616683004
457,0.0824332446978122
257,0.008635049268237074
26,0.012868929885219647
433,0.006432049578091811
247,0.042114601145806306
78,0.008371011103226867
344,0.16633904922401466
752,0.03645965171195246
725,0.006944593782945122
172,0.03295554130488997
144,0.015190473652195093
90,0.018645283437904968
56,0.04886255735621436
540,0.040086490971361126
476,0.031881178821983006
661,0.041129193596925295
199,0.12294596931601595
315,0.13304214139221937
656,0.04765563783808755
278,0.031468714521089174
141,0.31901422386971673
714,0.044235587475191476
531,0.026038576646560875
323,0.13935358464710887
161,0.10406783223311346
127,0.011689225785969747
400,0.12608335624365272
434,0.031069055713301263
16,0.186528833929896
205,0.09040818854469297
124,0.09720116059604052
695,0.10440991435580405
499,0.009410386579598671
544,0.04251459701205792
294,0.05007127631080536
241,0.014739862346941602
422,0.03864899876651633
155,0.0958239106308738
146,0.05686462763604064
213,0.032713890767300816
73,0.16779916920064106
454,0.020202874392493204
