Dimension,EDI Score
1,0.15000451518693642
2,0.590901244962539
3,0.8594782671515666
4,0.4665769576248494
5,0.4478069188488548
6,0.5680218529195697
7,0.5146307482350135
8,0.1775839680383981
9,0.44930883190951787
10,0.5996222284788622
11,0.5392168954393384
12,0.21562247256511344
13,0.2994664076378284
14,0.15558649727040086
15,0.11819838455512993
16,0.13628871401253406
17,0.2043901295301671
18,0.4559282956048982
19,0.1537782805857188
20,0.0858711666372236
21,0.23239149259786537
22,0.1577300894947295
23,0.17391071953320675
24,0.43755790436374004
25,0.47291170289245854
26,0.14114149882491794
27,0.24265692130562605
28,0.47485057644682527
29,0.4589554233713934
30,0.12613891653387393
31,0.10533572803420033
32,0.054171093856918054
33,0.18224398754781176
34,0.0727594852944496
35,0.5673936303097797
36,0.20449390719299815
37,0.17606150686130206
38,0.3994535378422142
39,0.5734920126407914
40,0.10300351211225633
41,0.3196530206943218
42,0.12500702886113446
43,0.32436906739292504
44,0.38611828021813777
45,0.3142137174517376
46,0.6819242184873687
47,0.4338507238374134
48,0.11520517761461906
49,0.22345068452637012
50,0.21926738402550017
51,0.43905343598780766
52,0.519304894847995
53,0.19590390983085693
54,0.28741744191943613
55,0.13860343116374696
56,0.5260672276708418
57,0.3676959876227979
58,0.1346383559912942
59,0.4346111178225073
60,0.19478422949065144
61,0.2648829998485856
62,0.07081218010039667
63,0.07410775085103516
64,0.17571557106358887
65,0.39325844503257973
66,0.5716638456021541
67,0.35796006750698284
68,0.13347862910159852
69,0.22836625533697602
70,0.27554651700144395
71,0.1790758504017739
72,0.1280824121323036
73,0.09366545700083947
74,0.36696663483749353
75,0.25129832227712595
76,0.2921414629180224
77,0.5217542173119939
78,0.04476306614271788
79,0.5512354313307228
80,0.1868475996687913
81,0.31102705368617595
82,0.39754650684480985
83,0.2974046304062099
84,0.21633124831159278
85,0.39608654438968033
86,0.2524031441218506
87,0.4438872994631767
88,0.5158364701552631
89,0.43016035771604155
90,0.47471369927338736
91,0.3980297015726426
92,0.10873163315078324
93,0.4336948290274999
94,0.13660137959409896
95,0.3846616437145817
96,0.4656283146414348
97,0.22822975711162446
98,0.36312217668075397
99,0.0661959612981999
100,0.13306908511425758
101,0.5188893258047502
102,0.40495888227624705
103,0.6350127818227131
104,0.3835532835463454
105,0.4421523270079077
106,0.08731681789778653
107,0.4680349757463078
108,0.2213466375755233
109,0.465605261872439
110,0.1622186440571255
111,0.393234868501984
112,0.2709673844200382
113,0.15661928311765216
114,0.14516535111830906
115,0.29516909126321883
116,0.5293613179531526
117,0.10749454531326325
118,0.21611666234243201
119,0.23851205931517283
120,0.15065055206210498
121,0.44127941331104087
122,0.3875471603101246
123,0.0716867051061506
124,0.478019791399666
125,0.4154919765928088
126,0.12265953745243083
127,0.15613227340548758
128,0.45164818400903645
129,0.1695877108021956
130,0.19964660500269005
131,0.12832883547203852
132,0.40170573623418393
133,0.13926340346398658
134,0.48593050037776697
135,0.10634754811536888
136,0.4561607195931522
137,0.43457069620052236
138,0.29256288940615527
139,0.5719377666737082
140,0.4695888697490374
141,0.1013622132104719
142,0.21543131519358258
143,0.13081868356480808
144,0.13536947619629552
145,0.5487373940099757
146,0.3343521052695715
147,0.5123419184143873
148,0.2034828206965396
149,0.36099340637769123
150,0.31153353617887214
151,0.17171561891631718
152,0.5617267261818867
153,0.11815842094613975
154,0.16639000252875324
155,0.4517274877374589
156,0.5110058469228617
157,0.6047829533882209
158,0.20259502156733183
159,0.3552914461120633
160,0.1948687932828944
161,0.11484145709264992
162,0.2129086850347771
163,0.42231664804714897
164,0.2786252418165227
165,0.446883736192821
166,0.1086988829214166
167,0.498063895605237
168,0.20790196109169123
169,0.19077967727196948
170,0.36781466711355276
171,0.11234196615630795
172,0.19620769312378708
173,0.13012421623657383
174,0.18755361768719128
175,0.5390149522680198
176,0.35538201656092194
177,0.4755171532984222
178,0.2362717745408983
179,0.13263439235252736
180,0.4843309236508151
181,0.4486118039247229
182,0.36016797102343945
183,0.4968919827128284
184,0.437805887005646
185,0.3022080962090157
186,0.5506347529617716
187,0.4694094757790296
188,0.4466633315707647
189,0.14362027434257865
190,0.4259771005729798
191,0.5033955700660026
192,0.3565236341874124
193,0.28935031797230354
194,0.18261950882106376
195,0.32821017351493076
196,0.19791469156651187
