Dimension,Mean_Sentence1,Std_Sentence1,Mean_Sentence2,Std_Sentence2
1,-0.06492441047384973,0.2138441081884261,0.03206456634683095,0.21498947040297323
2,-0.06647393822164138,0.18510748771826083,-0.05477770000562005,0.19522403257273385
3,-0.05282658756754096,0.19623522586114547,-0.07465080000942505,0.2092113845540487
4,0.06934932964533795,0.16741709228372287,0.046837810516350074,0.15077995897256416
5,0.2615408064119261,0.2703239455122021,0.31526009893842916,0.2568519354970585
6,-0.23097393818545953,0.2174785058554894,-0.3122731141900668,0.2326513445893599
7,-0.07161084120506504,0.18688618368441504,-0.062383690143696005,0.2130943783260236
8,0.5968770434630797,0.25237561918076795,0.6308928487045019,0.25026330300828414
9,-0.1559147447272371,0.18899377599258296,-0.04125339851059099,0.21017683072729032
10,-0.3535168405439905,0.20312122444702752,-0.42287966497888796,0.1964824073453685
11,0.1963920685953903,0.1769423644080055,0.18201431012518776,0.197239914474497
12,-0.3415767855582094,0.18796251239858852,-0.30313846329345406,0.18245771014737783
13,-0.08207630552107496,0.1635227473926585,-0.02907821341475903,0.16284234555742472
14,0.3646285458346297,0.23526136675896595,0.3277975365933884,0.230795935451637
15,-0.2913775613415295,0.22154833015557812,-0.2066854784470401,0.20332403270324603
16,-0.010110503240914018,0.15681569039990795,0.10582064969845867,0.181724374073412
17,0.20029058843315217,0.18685229240187995,0.15099437514064915,0.1912694829253654
18,0.053101771838509074,0.18501581883083296,0.11084131836517372,0.1873635693952303
19,0.07240814182328807,0.1981098287251302,0.007732846065971986,0.2090767808480937
20,0.10187434708584142,0.20568746358420845,0.10183365454085892,0.20575713791996597
21,0.03104810125402692,0.18691432009881886,0.08886609277414105,0.1879537766778219
22,-0.14019986192963316,0.20654957412343078,-0.08888130478557686,0.2071034403807984
23,-0.21036789004583992,0.1824777658923117,-0.3063301135468488,0.1922437621527592
24,0.176175721438821,0.20515056428466458,0.24999595986714196,0.2371553638416495
25,0.24570326823593042,0.17579847994335562,0.23830189802008991,0.16455586195958768
26,-0.019419264356920183,0.19716698122929305,-0.10546788413862905,0.19389223093339533
27,-0.10996473771676997,0.22360144237782595,-0.13180175266607674,0.2358940030473614
28,0.2391779378825197,0.16452674995336503,0.16858817507503027,0.18161193330661204
29,-0.08315632990048012,0.17597943841020094,-0.07384544423692069,0.2002218709250878
30,-0.0931668025222799,0.20205123678772774,-0.12089228983718198,0.2134632226984012
31,0.1347975942766316,0.2193236969611588,0.22767070291927705,0.22289269657660385
32,0.14775966795196996,0.15795356791674672,0.19895128008686752,0.1593892685867604
33,0.01218121471239498,0.16619631311971775,-0.09959392035222216,0.18184933139083426
34,-0.1372782770445929,0.23518197924300527,-0.27765428914949375,0.22902471921298517
35,-0.01281265557412351,0.19365832151947607,0.038644835425020015,0.1836487213740508
36,-0.1078647206786004,0.15996050700000394,-0.11790745047947311,0.14507181882037343
37,0.17904988059545024,0.18164749064230273,0.20750781122491185,0.16702440376249747
38,-0.08999925713300803,0.2004554267989537,0.0014166078602799816,0.20093168453939356
39,-0.3435905905562796,0.1538501412561705,-0.36335248386113045,0.1545618786180343
40,0.11292773291885602,0.18901146557812554,0.0901648168539351,0.18615760080476867
41,-0.4053122359095705,0.17262963125207184,-0.5867942435792998,0.19569098174777896
42,-0.2922938434146865,0.18581053606950237,-0.38637333129442053,0.18894945000813868
43,0.09929907777604607,0.16517323473194903,0.014603363934473038,0.17702242522100214
44,-0.11326601976517295,0.19548348440441848,-0.007429752048939964,0.19476764113871767
45,0.03366551992276167,0.2049355394423517,0.07025938656769502,0.20901914323059856
46,-0.29842411978410954,0.1860053748375309,-0.2837125846988015,0.19235276167189164
47,0.1443832029951928,0.21063841989269588,0.20301370892832607,0.21024236065446006
48,-0.21147873633032999,0.23235390461717803,-0.22962823371088323,0.25768758633952704
49,0.1813721456970518,0.24021182753275777,0.17246457944359414,0.2030796840478891
50,-0.11030716250054477,0.19886195809721985,-0.14460459538026696,0.20208019339017402
51,-0.3054254674045099,0.1833877879416784,-0.3554845565679242,0.1926971290789983
52,0.12382183154120198,0.23140857864246228,0.14596868758075998,0.2182726922313356
53,-0.16836362962623386,0.19900382266619784,-0.103289620350961,0.21691200893525883
54,0.08748746022890498,0.16076840159700304,0.09416522963342398,0.1731843011419489
55,0.1220170111235478,0.15923296089150005,0.09233855508297317,0.18461885897810215
56,0.6350999995590009,0.1859165506521799,0.7180612880052987,0.239920265311292
57,-0.04841053936424608,0.18488020587086582,-0.04595463380315003,0.17443263717898871
58,-0.16706267062076366,0.21332313052344867,-0.2626682321232781,0.217628229568992
59,-0.12264978247345096,0.1615130101693843,-0.15867109907159604,0.18842043600751662
60,-0.16297956086026602,0.1727740968404085,-0.1059435106487008,0.19166515913466373
61,0.12615925254727112,0.19170888148421072,0.08272980402320416,0.20298104771564066
62,-0.0033985951587409955,0.21165091809762338,0.09615659829610305,0.2366917244034499
63,0.030720411867581017,0.1803130449121968,0.08869291729991208,0.18234045611076977
64,-0.39203242340994,0.21746857209104392,-0.5240526988081005,0.22410356172572168
65,0.09295368255332297,0.21790393339879785,0.06099798221793508,0.23776120110089868
66,0.09803187995183696,0.22516338275064235,0.12366288205440669,0.2148655594147007
67,0.0820058475715459,0.14764823958877837,-0.05941941246318011,0.18768169046959407
68,0.25705897024760993,0.16664658080064,0.2430929213306901,0.185912158301743
69,-0.4309432564642337,0.20638769623902897,-0.2950787279684316,0.18187036916594543
70,0.08912105819903349,0.22215733740884808,0.09276597612986281,0.20006022659104236
71,-0.36600808140760194,0.2501012176734987,-0.4492275926628309,0.2760435094105907
72,-0.18986269678688397,0.16914302570519646,-0.22902354189784196,0.1930137710000356
73,0.06940469579403206,0.18485771541670823,0.13092602900666195,0.17962104204628399
74,-0.18442284607764325,0.26163089851689286,-0.1426138134424491,0.24889753647516688
75,-0.07875383248018195,0.17767117862056497,-0.023701402531743927,0.16387425720040508
76,-0.035048511338176006,0.1867589831734315,0.207927194548376,0.1967542901624003
77,-0.23083084494474004,0.19184103514575257,-0.2575636100868676,0.20065189517641957
78,0.35232006937021965,0.15116018225715597,0.31003877725957996,0.1447930337037335
79,0.10320441559508602,0.1629648835353558,0.08955247264382782,0.1566238866970043
80,-0.2071332759509098,0.22718743873770422,-0.14441585095174178,0.23001809843486967
81,-0.09368529568327998,0.19632362972741585,-0.06672399848739469,0.1905074388043203
82,0.3236452672313398,0.23628865950583916,0.4133166863652297,0.22331341631227197
83,-0.1115845811092371,0.19517359801155565,-0.010358847757950639,0.17041267503427732
84,0.4780200932312004,0.19032355293130143,0.5675946610290297,0.20509244728241613
85,0.04143471331928997,0.22253115302083146,0.15395294646508503,0.2644275504330743
86,0.09889321673645364,0.20316968998947668,0.09649954428692019,0.1982318632811826
87,-0.24115319432594381,0.17938296360112813,-0.25107047916972947,0.1866007355819019
88,-0.1342665628873051,0.15565739477772564,-0.06547283441000407,0.15905606899815528
89,-0.17683282019435004,0.15491299172059092,-0.2097501566904455,0.17838491217107605
90,0.38835603649133016,0.21200665406459068,0.32568650268564003,0.2221645068179445
91,-0.047809647115981006,0.18958624420773373,-0.13660428785689005,0.17591744215361074
92,0.026198721754032935,0.19724076064084667,0.1041349316002982,0.20565692670993324
93,0.012014903234283015,0.20960946716593046,-0.08473619595359508,0.209351795849715
94,0.13543322018237233,0.16452808089414872,0.24575663416172952,0.1717563679671013
95,0.09420439801852691,0.17080164627068226,0.0781811938830749,0.16655688825115433
96,-0.19825272727952406,0.24347941793712322,-0.1559714515944071,0.22619091140492048
97,-0.02508620445985098,0.17368803576651648,0.09170409675064597,0.20342704968789682
98,0.0032894380651759918,0.16529118003253884,-0.0010842146126809943,0.17030682762596558
99,0.14923276912862005,0.2491361269249196,0.05559869837646896,0.2682569450875984
100,0.4310675080280403,0.1868630577192845,0.5228845306374995,0.16800297539860734
101,0.03544113226324002,0.20508959793962095,0.09443720246277607,0.22826634971397253
102,-0.31152494799842745,0.1979217175671272,-0.35714324226482014,0.21390799460542317
103,0.11098680107765403,0.17789665493295023,0.2061678130636631,0.222462106826599
104,0.46128430910059975,0.1581445533582069,0.38713734880328443,0.1641435909212506
105,-0.15393986209216495,0.2269057432798231,-0.20847390995204432,0.24570087259331935
106,-0.3133298669790095,0.19559275104700258,-0.3075751753379999,0.2307399260916694
107,0.1875181701257709,0.1680323849252442,0.039515151852412,0.18985977201523532
108,0.18792279715855165,0.16132122183087758,0.09795525962131015,0.18074315109428846
109,0.07122739476540302,0.1912157963136699,0.05557292654222098,0.20980305211026398
110,-0.242008645235479,0.1960794068171953,-0.08296302262734105,0.20343551509886695
111,0.15611848118791782,0.18631530102968066,0.122123714273085,0.16649159565384422
112,-0.19382301842192085,0.1556263989491993,-0.2061490542051215,0.169523977402692
113,0.08675345966824623,0.1953835076488984,0.1495004696875303,0.1771239308310076
114,-0.015764442806939092,0.15297976501229402,-0.05391885179777281,0.16624031950782997
115,-0.2609784086869138,0.15631261545697445,-0.260574578468136,0.1788413676331229
116,0.5673031542039997,0.24179401615544877,0.5314345616173299,0.26299605093956774
117,0.21914032907594605,0.18230474691181747,0.16026424883982224,0.17689144819503277
118,-0.14564676399385,0.19700837934611268,-0.1022668823338871,0.18960004467303201
119,-0.04022356314335904,0.17617475096011442,-0.10602635812073294,0.1861006981506164
120,0.13490025854769885,0.1883390710008776,0.05623549596167292,0.20214055104960815
121,-0.013181402721508022,0.1661560069887533,0.09335459348062664,0.18182961766869424
122,-0.086062674349837,0.1805055433904366,-0.161492342928239,0.22841220974840581
123,0.022498503737373034,0.15104912568014953,0.04426464594978003,0.16254301165505278
124,0.7222003201949992,0.18711489380762802,0.7237377183920002,0.19195585924469885
125,-0.030581123567581983,0.17978306768612579,-0.08574555932053184,0.1972578211335974
126,0.22440107324814365,0.18137225587569641,0.17004574288555405,0.18293517095019415
127,-0.13962913239970495,0.20614681520082767,-0.00225152877887799,0.20003076913480064
128,0.20250300951934166,0.22688055660650805,0.27672196356662004,0.23054060037889906
129,-0.11316669549968587,0.18723123358659083,-0.11181588353510813,0.19970866372974336
130,-0.4922148245233101,0.2261706233994473,-0.4524290210101478,0.21973749214723934
131,0.13987223304467603,0.17076778620683528,0.2274961717718918,0.17733467953576662
132,0.27734158501543865,0.1788717338315373,0.3389949962622698,0.17055399966982984
133,0.24125324965635167,0.22345608586125357,0.2631369807682812,0.19374658471284664
134,-0.2973972186245097,0.21053821273940918,-0.3890263553743403,0.24150346720116014
135,0.04578830672164862,0.18497468689254298,-0.12650894506650168,0.22184208298594413
136,0.4138263838511201,0.25904763354052107,0.5927936997884699,0.34997167506802507
137,-0.01336614576325198,0.20323679101511627,0.11177521436568452,0.22500390336174636
138,-0.033632252025757,0.17690536408916313,-0.039297058311033944,0.16089273593766668
139,-0.4751930953763996,0.21573777103999628,-0.5959473011169593,0.18474858389355622
140,0.100939992000952,0.1636907095924374,0.05838114526860125,0.1484462653471673
141,0.07585255608457409,0.20406138901981363,-0.033108776510690004,0.19215119817674564
142,0.1436955512177701,0.21639320858333003,0.06182030379550164,0.18608640371075286
143,-0.06908891380114004,0.20330727983156982,0.13573048839527316,0.2258142385046186
144,-0.03611497352900101,0.16040091348385185,-0.02324136863493198,0.16546107654520073
145,0.2610613157458658,0.18274997674421864,0.45034345139712023,0.20025158210323313
146,0.11676847885095402,0.17618434634193084,0.22211763641375032,0.19832145769978363
147,-0.17238828371711482,0.16356646564358962,-0.12112118579761308,0.18631163625885175
148,-0.33206860652322645,0.1799317479532395,-0.24925850207605624,0.2133809909401829
149,0.13884116449381229,0.1665015036222048,0.15510665439376692,0.17609331653485114
150,0.21749089345913117,0.14929495162157302,0.23518781956167228,0.1867635475341873
151,0.19084658400342902,0.17664663570193895,0.2849846317730845,0.2116933169813097
152,-0.008998313011096989,0.20269515231334012,-0.00354963178289203,0.19144882159845591
153,-0.11681656913703406,0.14696608171210565,-0.11623147769833678,0.15246075032721518
154,-0.08546822443789413,0.16743684846850515,-0.11631006058900027,0.17886865906367047
155,-0.22336053729074515,0.18421717228206166,-0.23398496371587799,0.19035902385649012
156,-0.21423147581521504,0.18780953508277246,-0.23841307238382123,0.1795234099541568
157,-0.22497498051538672,0.15062257369263468,-0.15556314696220896,0.16949584493260536
158,0.3349031508403979,0.2185628236067441,0.4369588239926326,0.22392227258954003
159,0.17762759170335987,0.18811855269521924,0.26803260611818386,0.226703663997449
160,0.30301826765706036,0.1798591272136382,0.25518456973733394,0.17521607755381113
161,0.4793834091047002,0.1609068627526826,0.44882647331069975,0.18369849527152615
162,-0.1370420877330102,0.15753876190942365,-0.21968391159459974,0.1872176217306331
163,0.05102929808192612,0.20495993650328562,-0.1035512364585042,0.17440760020343146
164,0.181698082053708,0.21062069309043788,0.09479139910850165,0.20328034351642058
165,-0.18231651681563013,0.20802798934698932,-0.07605484423856497,0.1872634797466885
166,-0.037027320900864955,0.2150901434632798,0.09784086198285395,0.19030691309719294
167,-0.043568544813359915,0.20565781498406516,0.002163056321103793,0.18652478637209724
168,0.41604560323082024,0.20097953744593278,0.44115710357123966,0.2408356135189259
169,0.05774160498227803,0.1951826212494255,-0.04964145015813911,0.21027158449659042
170,0.16173755793641983,0.17078102088380126,0.13766508456559098,0.20152782821777693
171,-0.2909754562190889,0.1543518622317823,-0.23411115840555258,0.16283810573029026
172,-0.1303112454942006,0.1793033129947101,0.02486040610509161,0.20745522160319987
173,0.6406908801520003,0.19591618146840492,0.6253200457443013,0.20170905797711297
174,-0.052279617936533816,0.24798852279284192,-0.11836346990500406,0.25812898594379374
175,0.02610016282117005,0.19377299025136707,0.06433348026536898,0.21808034898507156
176,-0.20109597240159158,0.15244045231070563,-0.22862344375354007,0.15781631799777018
177,-0.016793085665052537,0.18405134697046882,-0.13961448499530205,0.18049689948004147
178,0.028822034938682024,0.23017059147021462,0.07310559471374783,0.2536104591074144
179,0.02395389327661142,0.15452880804576646,0.17121172201902699,0.17723722353609092
180,-0.2639597525636443,0.19430908134555824,-0.13074833635470534,0.22772424597077795
181,-1.3528373224510002,0.13962176129322149,-1.7298381076490013,0.3936438891951785
182,0.15058390338845115,0.19364287389172177,0.11073262385520485,0.20568756283215314
183,-0.05845818829144891,0.20369761178909734,0.18502433521332884,0.21938589131558203
184,0.05977128767664859,0.1813654115880732,-0.016501283174629042,0.19489448659337386
185,0.10898352845199691,0.20234727658252338,0.08217899971579373,0.19292885542945995
186,-0.09770321775755203,0.2013276293363367,-0.21044373478025824,0.22444235848340063
187,0.2646334984077602,0.20878232479232767,0.28599100087801754,0.22533021807793108
188,-0.1816510094856871,0.1903752643189818,-0.2941821717894202,0.17079872146448588
189,-0.05075805636673502,0.23965869834882714,-0.31833597371338007,0.215742358878458
190,-0.063214481655425,0.22238032073850195,0.047565625258255,0.2601178281220423
191,0.11950535867625905,0.24251885909502457,0.15163066554966098,0.2519098158580883
192,-0.20611811468092892,0.18354164340259987,-0.1821202628483181,0.16815164468473848
193,-0.5324503853401302,0.16451017436058052,-0.4710885962025178,0.1855392541942702
194,0.0736723328287739,0.20980509614600074,0.05240501308739995,0.23700420712575745
195,0.22074824317136407,0.16084814905758585,0.17473913205399208,0.16764422831989875
196,-0.48686243698200043,0.2277531286598107,-0.5195220891046601,0.23353688326328023
197,-0.24605126402246008,0.18631752172948537,-0.22723901940386929,0.2121680118493076
198,-0.40846823840168023,0.2467943501193588,-0.42446101701942063,0.2509153257642641
199,-0.22612832315545817,0.17229795990189614,-0.17185007555635815,0.18858448935607583
200,0.08311726418137505,0.1562937965575482,-0.06141568418127841,0.18959574992622524
201,0.07745294191383999,0.20355346496822027,0.05729307021276198,0.22177350314059138
202,-0.11541089469908003,0.19182379753945822,-0.14737292695673013,0.17293296497665303
203,0.15119552286220392,0.16840738305873904,0.02890016868453301,0.185737199382321
204,0.11206212905079584,0.175891541528627,0.1849304564657772,0.1727442474526309
205,-0.13398983403496428,0.21880370303232566,-0.05612847813958498,0.21379282555971624
206,0.5443833056290991,0.1632004116160368,0.44233350060480014,0.19616209149860867
207,0.016460101934593,0.17270361269755136,0.023940096123234018,0.2076689941002126
208,-0.21848553728024037,0.16923813328707718,-0.20441095380225557,0.18173124552248088
209,0.157419769227559,0.20419411616993854,0.13310759055639415,0.19804828518307038
210,0.18691709121678976,0.1605583331302602,0.17293190012235513,0.15438990722887044
211,-0.3399726951676,0.19338699518798652,-0.3991484292626406,0.21572299141142756
212,0.36210533726428057,0.2160096799674861,0.34253121149387356,0.21464026250899992
213,0.266452857198841,0.18218067549440994,0.1648036275923881,0.21523980989243724
214,-0.018543207035300005,0.2606408459041234,0.13311015934486603,0.23116090429913083
215,0.19359532575182226,0.17236021279903643,0.17947506263867458,0.17224020490229244
216,-0.07044346859464698,0.18864602073114425,-0.10260627446153713,0.19042120802694368
217,0.059973139431415905,0.16277037715116283,0.04286069179013102,0.18350299596629968
218,-0.11478235980401783,0.1868585678097031,-0.1091849877289049,0.18917968131573917
219,-0.15645199477785998,0.23085087801135848,-0.23491932768847018,0.21771762802868805
220,0.03816762690565994,0.1760524125193902,-0.023059298733799992,0.1699187789398083
221,0.1226301112662531,0.1758707611671315,-8.570506068703115e-05,0.17545252992948054
222,0.1516690316704527,0.15207097206980696,0.15673700620468872,0.1542861738689873
223,-0.24290630367583016,0.20277428357602978,-0.31110936495149055,0.23917360126937517
224,0.3904984102393995,0.2188760528997168,0.3985895561075991,0.21237896040943513
225,-0.15206311343453713,0.1445263052504765,-0.13326904038136086,0.16827087403267835
226,0.5241727331011501,0.2016554516595026,0.6891713004572999,0.2367311964501521
227,0.19731851851163687,0.193694989271891,0.17493097743624614,0.20500921650812393
228,0.03568974001698601,0.21629124547417286,0.1974540040151793,0.2267192129119248
229,-0.14223347323154653,0.17459926388818506,-0.30416043652561753,0.19012148359471995
230,0.4515624505059003,0.20146811925084546,0.4479991571220005,0.23226723311611275
231,0.0035553496775360106,0.1504878957503175,0.04098782290444597,0.15425385754134102
232,-0.17705235204206188,0.20645836334787107,-0.2236637434030542,0.20560077057334755
233,0.2967749140573402,0.2026612664381537,0.32388287889451034,0.19179759728616053
234,0.1928278490744252,0.16843327002428796,0.16991610269256474,0.17010591806706946
235,-0.28550167575849916,0.19805394570828075,-0.37064599675209997,0.2164796233158012
236,-0.1522432394554909,0.21990813160572328,-0.261367820419042,0.24689825335812654
237,-0.21003616520967985,0.18847627962287433,-0.3480064313433005,0.2320430364995421
238,0.0785259680124081,0.30122478752213894,0.04232413225423201,0.2614520164599492
239,0.008367750113770025,0.22666179991686844,0.004841509561030002,0.2114407371831107
240,-0.1810556762212998,0.17856718829436974,-0.30240518145133394,0.20354175986537415
241,0.08655116640850005,0.22743931359691044,-0.05236387524806998,0.2139948166742257
242,0.1516858764788576,0.20030928733765457,0.15280658328068783,0.2019116240177077
243,0.41718133987950035,0.19450135055581777,0.40407987982556426,0.2062502301264765
244,0.10454465470162498,0.22848622099102284,0.07897971203351105,0.2429148379286803
245,0.14129701388082805,0.2164232529588775,0.19752634648419712,0.2413841689464884
246,-0.017763290680820398,0.24012800366957462,0.04393576901159997,0.22009893391155355
247,0.091516248765466,0.17562333372340044,0.16712870879213976,0.19121913618186942
248,0.09913311556261993,0.2293301375419237,0.24401468157886236,0.2237335531952078
249,-0.10161437688467634,0.18338719600183348,-0.12067319915792316,0.19790473164601355
250,-0.44378423986688975,0.2078255227298622,-0.41556566299924974,0.20898730977608437
251,-0.14339204380661613,0.181262555868999,-0.1021011319667581,0.1854484611085443
252,-0.7225349884772014,0.18850310593284753,-0.5561464802734302,0.17881458334948747
253,-0.02370285523694401,0.183172921126019,0.06383720931636298,0.20180785029667347
254,-0.4789007364995897,0.1879703235369911,-0.6441119418558005,0.2270334114830064
255,-0.2645967107524371,0.2280400148416322,-0.2768241153176176,0.23642740805176643
256,-0.2040322544558,0.18916282206322402,-0.1780177994020379,0.20033423426096506
257,-0.07741824058039971,0.1531706607348704,-0.072187079567587,0.16753604187638685
258,0.07039975143064212,0.19991625613797195,0.140487337179431,0.2027311230589365
259,0.16766516578068605,0.20040302286351927,0.06459387404124034,0.2033624236019197
260,0.14479642451601302,0.14690053191188407,0.09394751706947602,0.16101243799219003
