Dimension,Weight
0,-0.2300351277430837
1,-0.3014922892916745
2,0.6985798486041923
3,-0.6142863947314884
4,0.08883594179381944
5,0.625114438639199
6,-0.2805779636232618
7,-0.03688451985740433
8,0.18618245213421666
9,0.3134385659194257
10,-0.7633975998301455
11,-0.17396320884937144
12,0.16696550314698916
13,0.28499345370817897
14,-0.30741414154656155
15,0.37588493809085743
16,0.14395370622108575
17,0.9141202914679981
18,0.23948693979977187
19,-0.15969367274377846
20,0.7070600183645894
21,-0.07400844652925719
22,-0.0019645793749824723
23,0.5288126559471077
24,-1.2048529059507842
25,0.5564192331398309
26,0.016835716121540265
27,-0.49952451856843105
28,0.2590603293099988
29,0.1802143593801163
30,0.313050117743714
31,-0.5008845264064753
32,-0.7047596649116338
33,0.6810880904594123
34,0.050185121504299615
35,-0.14267459768165222
36,-0.7354076675921835
37,-0.032609633100526794
38,0.09167274441502224
39,-0.049387598958553505
40,-0.3224815861851989
41,-0.6343760092942954
42,-1.0190917487921307
43,-0.045284304503052195
44,-0.176726919823964
45,0.313802173516192
46,0.514280228660375
47,0.5510550201988443
48,0.22913555097208343
49,0.21807715195850516
50,0.22245695310658814
51,0.035099675451013265
52,-0.17220617401812746
53,0.23053139323118912
54,0.13093387334533513
55,0.5959948735170402
56,-0.25252237387469173
57,0.3153245087229543
58,0.7716509872065119
59,-0.1438338422139137
60,0.0032168980827156357
61,-0.12819184016298116
62,0.302774470509349
63,-0.12618364619764638
64,-0.6715256441936873
65,-0.5215971618534737
66,-0.5886369859422163
67,-0.314387329699822
68,-0.18901337499368528
69,0.511556267741559
70,-0.39059184687415915
71,0.06801902487735799
72,0.02857471458606948
73,-0.040217081409330474
74,0.33554666750585777
75,0.2771296854731313
76,-0.6036734569522616
77,0.8945144927045494
78,-0.379000317072349
79,-0.7620208144613703
80,-0.5769363830127714
81,0.6887799522234074
82,-0.440147262900712
83,-0.1103343634705667
84,-0.3256880432131584
85,-0.10156131181497341
86,0.33839341249943006
87,-0.5768312929846603
88,-0.07311784554131485
89,-0.019796692381824868
90,-0.26176247390617297
91,0.06717068872288985
92,0.07604033287038182
93,0.3478147145921968
94,0.041083603890602165
95,-0.5103093298013558
96,0.19170102933444066
97,-0.4617723566514118
98,-0.037851037255473584
99,0.4359836112926096
100,0.011007148464661276
101,-0.9141863840046633
102,0.05628665601082178
103,-0.5043424662018849
104,0.9698076688947782
105,0.1962857606457526
106,0.2255256441553235
107,-0.6999676438319181
108,-0.678803627140031
109,0.8067485109866246
110,0.09044938218112678
111,0.02049378570854147
112,-0.900202370841319
113,0.6002448125424158
114,0.3694989840547906
115,0.7926283385958841
116,-0.2063191578057187
117,0.13794517117527194
118,-0.7378974169144731
119,-0.08004084517556818
120,0.3072415003262776
121,0.6556526125903045
122,-0.4380717214662302
123,-0.7309255125051517
124,0.6769819045842841
125,-0.6565214211799357
126,-0.15266734559340478
127,-0.12996247991119117
128,-0.043452609905346634
129,-0.13235125968326827
130,0.04930438121944143
131,-0.09510395536122922
132,-0.13281457978730712
133,0.7078360873257677
134,-0.584885919939481
135,0.07038462415374463
136,-0.27280981239761104
137,0.28504127198460344
138,0.09531098097953088
139,-0.19056035289501114
140,-0.9336427697238774
141,-0.6840891730639995
142,-0.18314526890058624
143,-0.05696055292982311
144,0.13339268756887557
145,-0.4911760090852876
146,0.41509679256078763
147,0.6086134072026297
148,-0.6259027045103416
149,1.1165829934737626
150,-0.042635205006518816
151,-0.6080128870866109
152,0.10567978918473267
153,0.69102727491006
154,-0.6847385820513283
155,-0.028408159072922302
156,0.4001710006136097
157,-0.8510605311727529
158,0.053243431452404774
159,0.4953964076501846
160,0.08430798591573847
161,0.11735667795806094
162,0.8122692533887067
163,-0.7373654721942005
164,0.5972006576966222
165,-0.5204001757902602
166,-0.5486097537142843
167,-0.14269334973630862
168,-0.6030804210099878
169,-0.26666737304432925
170,0.024299390199166743
171,-0.021286356727969746
172,-0.27115721790029307
173,-0.22901121585174308
174,-0.6807787389342388
175,-0.28492718429219904
176,0.28944262307671714
177,-0.5243619252003362
178,-0.9198261908487628
179,0.2999619127650872
180,-0.012529783474839953
181,-0.36948415553814834
182,-0.16957533319826895
183,-0.19022886782340484
184,0.07895811003713805
185,0.009313141694719713
186,-0.7008687800571856
187,-0.43841613522834183
188,-0.04605718618967186
189,-0.08485575806333291
190,0.021764701210769444
191,-0.8605439603960358
192,0.2074195608907419
193,-0.019267888837310662
194,-0.19151308613155898
195,0.07736953209728724
196,0.2823954644964313
197,-0.4560558444541498
198,0.28450163912496323
199,-0.5679414098828391
200,0.820104821248344
201,-0.11302943048428146
202,0.3753957439271016
203,0.7269847604012564
204,0.23914604718748503
205,-0.16328103901747168
206,-0.31023115710050325
207,0.5028431579175543
208,0.06361930862070045
209,0.8575302730562431
210,-0.37366515665665956
211,-0.00557298532249097
212,-0.35074529329333076
213,0.24338326070730318
214,0.26871303020726484
215,0.3390233236716979
216,-0.4945889303633701
217,-0.673484838387081
218,-0.31404598886914475
219,0.38452199604278386
220,0.36457671620943327
221,-0.6551500697290105
222,0.19020244936167457
223,-0.8283024377133685
224,0.4830728148070514
225,0.5318973052277364
226,-0.02698269827408129
227,0.05912306162641525
228,-0.009040310251823743
229,-0.27102869301158355
230,-0.006832314204920663
231,0.3624152211125602
232,0.12106198679242919
233,0.12661121941687362
234,0.145772036074634
235,1.1505792384974023
236,0.008456028619865103
237,-0.03379520264053198
238,-0.20674312532670064
239,-0.08466377995876162
240,-0.20768114405370383
241,-0.09326629210866537
242,0.5515337458497426
243,0.6159333264162979
244,0.10019615667367408
245,0.00043003148908976065
246,0.771936500824275
247,-0.15291853967283162
248,0.48640296669772626
249,1.0144343666961173
250,-0.3908363218932402
251,0.056555625000428406
252,0.17237695219440194
253,-0.5337316512981795
254,0.5338422209918887
255,0.3552856897301523
256,1.156993359944536
257,-0.24843211934180445
258,0.3012072640433369
259,0.4454411232656442
260,0.18799781049570147
261,0.20497943868833665
262,0.3024692699061959
263,-0.1370143830464354
264,0.45706550018420256
265,-0.47269898188911996
266,0.27797583729061165
267,0.48150366605640077
268,-0.031646211661433464
269,-0.14384812943511077
270,-0.4579639020192108
271,-0.6634725363966679
272,1.226879551963727
273,-0.024230492246720383
274,-0.02263157680879904
275,0.3597218493521868
276,-0.4830161997719906
277,0.7069672987548826
278,-0.13065564004141
279,0.41195476713781776
280,0.42762546777920274
281,0.5867327920970669
282,-0.6946861124575457
283,-0.4637242578017029
284,-0.47298787929657643
285,-0.21950694817775127
286,0.7906892562522149
287,-0.2214196836559519
288,0.39650586829004747
289,0.35332966831594464
290,-0.06771100816332239
291,0.009332385051492083
292,0.2860126401876755
293,-0.8951861070985957
294,0.39137478187108177
295,-0.29504983393240775
296,0.7177823250059975
297,-0.583660058429942
298,-0.06296589705183475
299,0.48128819975188186
300,-0.06547275279293784
301,0.283131730232138
302,-0.8787598540369433
303,-0.028678724993397478
304,0.4014580722954037
305,-0.2993716267437474
306,-0.35195385448210065
307,0.09003018913824169
308,0.1821062348038299
309,0.35846005181658097
310,0.4984183231873734
311,0.13059728057700698
312,-0.6632082263482174
313,-0.4958378499125057
314,-0.14228452527962399
315,-0.35837617965062907
316,-0.16564193846205405
317,0.08985034580098782
318,0.05736884150103764
319,0.43885755343320215
320,-0.6650403204663604
321,-0.1393316943801723
322,0.025547223112344166
323,0.09120351586762808
324,-0.28310436855112747
325,-0.08405045791218317
326,0.40384528286836374
327,-1.1666284977815058
328,-0.40726332256061937
329,0.43768023935891315
330,-0.044963584614450554
331,-0.20684933437909764
332,0.07629033272950735
333,-0.1311681470705507
334,-0.26740870971132186
335,0.3147554953313543
336,0.06666354754213545
337,0.42463795038854535
338,-0.6027746674404767
339,0.13422830218529982
340,-0.4165659511673562
341,-0.35878323992927214
342,0.538579629199022
343,-0.5557244694623448
344,-0.7665156476999573
345,-0.18173479706087758
346,-0.22295868516865525
347,0.10560094263412795
348,0.016287583276762867
349,0.02103649012679369
350,0.10358744391311787
351,-0.411408549697732
352,-0.2998521831278244
353,-0.22039216049357732
354,0.9968544641128471
355,-0.4948469648961693
356,-0.33929968663200516
357,-0.558240004525988
358,0.06020413675129655
359,-0.8732619517939469
360,-0.19638150810406632
361,-0.32949003331542764
362,-0.24618531691474346
363,-0.3771953230645128
364,0.23091748679938662
365,0.4899817165752625
366,0.34085594560849164
367,-0.10938309008812398
368,0.1516018424477784
369,-0.011242793117930057
370,-0.1606970848193961
371,0.22197559528374372
372,0.07484396012798125
373,0.01595037553503274
